full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
duh ini leoniel bisa bareng timnas mainnya. 🙂,duh leoniel bareng timnas main,Negatif,0.03284623,0.8535855,0.11356825
@Miss_Thena66 Klo begini mah timnas makin semangat mainnya #PRBWDukungTimnas ApresiasiPrRBw TmnasCtakSjrh,thena mah timnas semangat main apresiasiprrbw tmnasctaksjrh,Negatif,0.21395056,0.49706224,0.28898722
"@kikysaputrii Ini sih gak niat ngasih mbak. Diturunin dikit lah. Kalau Timnas bisa tahan Ostrali sampai perpanjangan waktu saja lah, aturan mainnya.",niat asih mbak diturunin dikit timnas tahan ostrali atur main,Negatif,0.09118118,0.70471805,0.20410073
@darjofess Emang kapan si timnas mainnya?,timnas main,Negatif,0.05174155,0.5215724,0.42668608
Timnas day!! Bodo amat resultnya yg penting semangat mainnya.,timnas day bodo resultnya semangat main,Negatif,0.045838613,0.75606924,0.19809212
"@PorosHalangID Orang di rekrut main bagus di timnas ini onani dahlah, kebantu bek inter dulu sama pas di ajax gaya mainnya ga kayak epl jadi ya keliahatannya mewah pas di epl 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡",orang rekrut main bagus timnas onani dah bantu bek inter pas ajax gaya main kayak epl keliahatannya mewah pas epl,Negatif,0.12746727,0.47730365,0.3952291
"@GOAL_ID Yang bikin heran, timnas palestina itu kalo TC timnasnya buat Asia Cup dimana ya? Kok mainnya bisa jago bgt sampe lolos 16 besar loh. Padahal negaranya lagi konflik, liganya berhenti, apalagi pembinaannya kayaknya malah ga sempat. Gitu gimana ya🤔",id heran timnas palestina tc timnasnya asia cup main jago banget lolos negara konflik liga henti bina kayak,Negatif,0.0011581325,0.9902147,0.008627181
"@barcastuff_idn Kalo gini mainnya, lawan timnas indonesia sekarang bisa bisa kalah juga sama indonesia",idn main lawan timnas indonesia kalah indonesia,Negatif,0.30175018,0.35184968,0.34640014
"@idextratime @bliblidotcom Bagi gw mah lolos 16 besar udah cukup banget utk saat ini, cuman berharap aja timnas mainnya nothing to lose apapun hasilnya nanti",gue mah lolos banget cuman harap timnas main nothing lose hasil,Negatif,0.00039424023,0.9943336,0.005272143
"@zegori_ STY Stay !!  Alhamdulillah Timnas Indonesia bisa lolos 16 besar walaupun harus menunggu di injury time 😭kesempatan ini Wajib dimaksimalkan, mainnya harus lebih semangat lagi, apapun hasilnya yg penting udah berusaha.. semoga bisa lanjut ke 8 besar",sty stay alhamdulillah timnas indonesia lolos tunggu injury time wajib maksimal main semangat hasil usaha moga,Negatif,0.24109016,0.547487,0.21142276
"Menurut Pratama Arhan, persiapan timnas Indonesia sudah cukup baik dan siap memberikan perlawanan sengit untuk Australia di babak 16 besar Piala Asia 2023. Tunggu tanggal mainnya besok! 🇮🇩🇦🇺 #AsianCup2023 https://t.co/6Mv9nabE0X",pratama arhan timnas indonesia lawan sengit australia babak piala asia tunggu tanggal main besok,Negatif,0.24986951,0.5186591,0.23147137
"Menurut Pratama Arhan, persiapan timnas Indonesia sudah cukup baik dan siap memberikan perlawanan sengit untuk Australia di babak 16 besar Piala Asia 2023. Tunggu tanggal mainnya besok! 🇮🇩🇦🇺 #AsianCup2023 https://t.co/7Y35vJjCuC",pratama arhan timnas indonesia lawan sengit australia babak piala asia tunggu tanggal main besok,Negatif,0.24986951,0.5186591,0.23147137
"anjing si towel kocok ini maunya apa, kasi aku satu pelatih lokal pret yg bisa bawak timnas sejauh skrg dan semenarik skrg gameplaynya. kau bandingkan aja sendiri cmn mainnya bbrp tahun lalu yg cuman ngandelin longball abistu ilang bola",anjing towel kocok kasih latih lokal pret bawa timnas tarik gameplaynya kau banding cuman main cuman ngandelin longball abistu hilang bola,Negatif,0.011870934,0.93688965,0.0512394
"@PedesCilor @idextratime Iya supporter irak sj sempat diam pas 1-1,kalau jepang kt berhasil menahan serangan bisa lebih 5 gol itu kalau Timnas mainnya jelek..makanya posisi Timnas Masih ada di 3 terbaik..bukan karena giveaway Timnas lolos 16 besar",iya supporter irak diam pas jepang hasil tahan serang gol timnas main jelekmakanya posisi timnas terbaikbukan giveaway timnas lolos,Negatif,0.2128804,0.53004414,0.2570755
"🧑‍🏫 …. Tapi udah bagus timnas mainnya. Udah capai target juga kan 16 besar piala asia. Apalagi yang musti dikritik?""  🧑‍🦲 ""Aah kontrakmu untuk negative speech masih sampe Juni, ayo cari lagi celahnya""  ----------------  Emang susah ya bung jadi komentator bola kalo perut lapar 🤣""",bagus timnas main capai target piala asia musti kritik aah kontrak negative speech juni ayo cari celah susah komentator bola perut lapar,Negatif,0.08345743,0.660152,0.2563905
"@SiaranBolaLive Perasaan ni anak selalu langganan masuk timnas ya, tapi aneh banget mainnya kemarin, bola lepas muluk",asa anak langgan masuk timnas aneh banget main kemarin bola lepas muluk,Negatif,0.031426765,0.7099091,0.2586642
"@PENJUALMIRAZ @Indostransfer Tapi jujur ya,  Arhan itu kayak jimat pembawa keberuntungan karena kemampuan lemparannya.  Semenjak dia masuk timnas, sejelek apa pun mainnya timnas kalau dapet momen lemparan ke dalam kayak ada harapan buat goal gitu wkwk.",jujur arhan kayak jimat bawa untung lempar semenjak masuk timnas jelek main timnas momen lempar kayak harap goal wkwk,Negatif,0.09622004,0.7618553,0.14192466
"Bukan soal kalahnya. Lebih ke SDM. Lihat Thailand mainnya sudah kayak paham taktik dan strategi, dan kompak. Lha pemain Timnas, lihat kurang paham memahami taktik. Kurang kompak nyerang dan bertahannya. Koreksi Timnas U-20.  Mental tandang wajib sering di asah.   #Semangat #PSSI",kalah sdm lihat thailand main kayak paham taktik strategi kompak main timnas lihat paham paham taktik kompak serang tahan koreksi timnas mental tandang wajib asah,Negatif,0.04541168,0.8485015,0.106086865
"@medioclubID Dia pengen timnas mainnya kaya Barcelona era 2009-2013, ini decul emang rada-rada. Dia ga bakal ngerti esensinya dukung tim medioker",pengin timnas main kayak barcelona era decul radarada erti esensi dukung tim medioker,Negatif,0.016035108,0.93944615,0.04451868
"Ngga bagus mainnya, kaya orang bingung, ngga ngerti gw kenapa bisa masuk timnas, no 10 pula 😅",bagus main kayak orang bingung erti gue masuk timnas no,Negatif,0.020646444,0.8361841,0.14316942
"@indosupporter ini keknya perlu diganti pelatihnya, kalo mainnya dan taktikal kyk gini mah boro2 deketin permainan timnas senior",kayak ganti latih main taktikal kayak mah boro main timnas senior,Negatif,0.011097697,0.9505752,0.038327128
"@SiaranBolaLive Nih orang misal Indonesia lolos 8 besar, sekali pun menang lawan Australia lewat adu penalti dia akan tetap jadi pengamat haters, dia pengen mainnya timnas ala Barcelona.. Seharusnya orang kayak gini STOP kasih panggung, ntar sepi gak ada job biar dia ngemis-ngemis ke stasiun TV",orang indonesia lolos menang lawan australia adu penalti haters pengin main timnas ala barcelona orang kayak stop kasih panggung entar sepi job ngemisngemis stasiun tv,Negatif,0.003349989,0.9849989,0.011651093
"@kurawa Ga paham main bola bicara main bola... Tim nas main masih kayak tarkam mau main di piala dunia, ..ngimpi lu  kelamaan...bangun woi...lihat tuh mainnya Timnas vs Thailand...baru koment. ...!",paham main bola bicara main bola tim nas main kayak tarkam main piala dunia mimpi lu kelamaanbangun woilihat main timnas vs thailandbaru komentar,Negatif,0.015840987,0.93309367,0.05106535
timnas u 20 mainnya kyak,timnas main kayak,Negatif,0.09413033,0.53793067,0.367939
"Busuk mainnya timnas U20, anehnya kok pelatihnya Indra S masih dipertahankan, seperti melihat timnas tahun 2000 an",busuk main timnas aneh latih indra tahan lihat timnas an,Negatif,0.0015371974,0.99232614,0.0061367163
Timnas U20 mainnya jelek banget,timnas main jelek banget,Negatif,0.00046274133,0.98999107,0.009546253
"@PokoknyaItuDahh @FT_IDN Bener ini. Emang bikin emosi bgt 2 orang ini. STY berhasil balikin animo suporter timnas dg penuh gairah lg setelah sebelumnya males nonton krn mainnya lemes, long ball trus, pemain itu2 aja dan kalahan!",idn emosi banget orang sty hasil balikin animo suporter timnas penuh gairah malas tonton main lemes long ball main kalah,Negatif,0.010637384,0.9342414,0.05512114
"@reddroopyeyes @PokoknyaItuDahh @FT_IDN Moriyasu waktu awal² di Jepang itu masih bapuk utk ukuran timnas papan atas Asia kek Jepang. cuma menang 1-0 lawan tim yang ga begitu kek Vietnam (itupun karena pinalti), mainnya lumayan jelek di fase grup sampai KO stage",idn moriyasu jepang bapuk ukur timnas papan asia kayak jepang menang lawan tim kayak vietnam pinalti main lumayan jelek fase grup stage,Negatif,0.09697528,0.76021737,0.14280738
Kemarin liat timnas senior mainnya keren passing bener sekarang liat u20 mainnya bego tai ancur ancuran passing gak ada yang bener semua bego,kemarin lihat timnas senior main keren passing lihat main bego tahi hancur ancuran passing bego,Negatif,0.009682926,0.9486694,0.041647706
bagus anjir mainnya timnas u20,bagus anjir main timnas,Negatif,0.005136823,0.9696749,0.02518826
jadi dulu pas gua kecil gua pernah ga sengaja nonton timnas kyrgyztan main. pas itu gua liat ini timnas kyrgyztan mainnya bagus banget. semenjak itu gua jadi suka sepak bola dan gua jadi fans timnas kyrgyztan,pas gua gua sengaja tonton timnas kyrgyztan main pas gua lihat timnas kyrgyztan main bagus banget semenjak gua suka sepak bola gua fan timnas kyrgyztan,Negatif,0.0029596167,0.96395516,0.03308515
"Timnas U20 mainnya jago banget, Thailand gak di kasih pegang bola 😭",timnas main jago banget thailand kasih pegang bola,Negatif,0.05278615,0.78883106,0.15838277
@idextratime ETI lu ga nonton timnas u-20? cakep juga mainnya mereka,eti lu tonton timnas cakep main,Negatif,0.01303522,0.9272713,0.05969351
@KABAR_CHELSEA Yang penting depannya efektif kaya kemarin. Sterling harus ubah gaya mainnya kaya kemarin. Gak usah egois lagi. Toh demi kebaikan dia juga. Sebentar lagi euro. Kalo konsisten pasti bakal dipanggil timnas lagi,chelsea efektif kayak kemarin sterling ubah gaya main kayak kemarin egois sebentar euro konsisten panggil timnas,Negatif,0.06428141,0.8005858,0.13513273
"bulan maret udh WCQ round 2 loh di indo kalau rumput gbk masih gitu jelek bikin malu aja anjir, percuma stadium besar tapi mengelola rumput aja gabener.   tolong nanti maret timnas mainnya jangan mau di gbk rumput jelek parah, nonton timnas bayar tp klo rumput jelek ya rugi anjir",maret wcq round indonesia rumput gbk jelek malu anjir stadium kelola rumput gabener tolong maret timnas main gbk rumput jelek parah tonton timnas bayar rumput jelek rugi anjir,Negatif,0.0021339322,0.9843627,0.013503379
@benchpigeon Kalau kita liat cara mainnya timnas bener2 tidak mencerminkan peringkat 142 goal2 lawan juga kebanyakan blunder sendiri. Ya emang kedepannya akan jadi masalah kalau misal pemain diaspora dan yang pemain aboard tidak bisa membela timnas dan mengambil dari Liga lokal kita,lihat main timnas cermin peringkat goal lawan blunder main diaspora main aboard bela timnas ambil liga lokal,Negatif,0.042732257,0.8487184,0.10854937
Jujur timnas over euforia krg begitu suka aslinya karna lolosnya lbh ke faktor luck dan mainnya lbh ke negatif football walauu gk parah.  Tp gmn lg ini sejarah pertama kali dan projek sty yg lbh ke progress jangka panjang ttp diapresiasi sih.,jujur timnas over euforia krg suka asli lolos faktor luck main negatif football walauu parah sejarah kali projek sty progress jangka apresiasi,Negatif,0.014054841,0.9274537,0.058491457
"Asli lo, untuk yg sirik sama timnas cukup nonton aja kirgizstan (rank 98) dan oman (74) kemarin.  Mereka mainnya lebih jelek dari tai babi alias sampah, gak cantik, dan gak jelas arahnya. Sedangkan Indonesia bisa build up spt ini lho...",asli lo sirik timnas tonton kirgizstan rank om kemarin main jelek tahi babi alias sampah cantik arah indonesia build up lho,Negatif,0.0005213793,0.9936779,0.0058007697
"@mrsatanica @id_fm @CoachJustinL Mungkin gak sih skillnya jadi downgrade efek main di Asean? Kayaknya awal2 main di Timnas keliatan jago, lama2 jadi aneh mainnya, khususnya pas lawan Irak di Kualifikasi PD 2026 positioningnya parah.",fm skillnya downgrade efek main asean kayak main timnas lihat jago aneh main khusus pas lawan irak kualifikasi positioningnya parah,Negatif,0.14595431,0.5922625,0.2617832
"@FansNerazzurri timnas iya, tapi kalau liga lokal mainnya gini amat :((",timnas iya liga lokal main,Negatif,0.012275499,0.9208268,0.06689767
"yg sprti ini hny fans fomo yg ikut hingar bingarnya ketika event bsar aj. mreka ga ngerti proses, ga ngerti cr mainnya, yg mreka tau cm hasilnya. jls bkn fans timnas sejati. cr pandang mreka sempit (cm hasil turnamen besar) tanpa melihat dr yg lbih besar (proses utk smpe kesini)",fan fomo hingar bingarnya event bsar erti proses erti main hasil jls fan timnas sejati pandang sempit hasil turnamen lihat proses kesini,Negatif,0.25369787,0.37794918,0.3683529
"Sumpah ga dilebay2in krna org indo, tpi timnas sekarang mainnya enak banget diliat walaupun pas kalah. Ga kyk dulu sampah bgt.",sumpah dilebayin orang indonesia timnas main enak banget lihat pas kalah kayak sampah banget,Negatif,0.0024320649,0.94409865,0.053469308
"@BudiNafa @ruangtaktik Contohnya arhan deh. Kemarin dibully krn mainnya emng sejelek itu. Tapi kmrn di piala asia, bs lebih bgs ya dipuji tuh  Lagian. Gak semua yg hina pemain itu fans sejati timnas. Mrk cuma nitizen kardus yg pengenny indo menang trs.",contoh arhan deh kemarin dibully main jelek kemarin piala asia bagus puji hina main fan sejati timnas nitizen kardus pengenny indonesia menang,Negatif,0.2603461,0.3733202,0.36633363
"Sama satu lagi, bola2 panjang nan lambung udah ga keliatan lagi Anak2 muda timnas skrg bisa dibilang mainnya lebih cerdas",bola lambung lihat anak muda timnas main cerdas,Negatif,0.17695467,0.48945084,0.33359453
"@Khuluq3339991 @utdfocusid @bliblidotcom sejelek jeleknya pemain yg main di eropa, mereka terbiasa melawan tim yg mainnya rapi. Kultur itu yg harus ada di timnas indonesia.",jelek jelek main main eropa lawan tim main rapi kultur timnas indonesia,Negatif,0.014341461,0.90147674,0.084181756
@utdfocusid @bliblidotcom Aduhh anjirrr timnas bisa gini ya mainnya,aduh anjir timnas main,Negatif,0.000893448,0.9892408,0.009865666
"Taik. Aneh banget, bisa-bisanya Timnas mainnya lebih entertaining"" dibanding Emyu.""",tahi aneh banget bisabisanya timnas main entertaining banding emyu,Negatif,9.975911e-05,0.99915993,0.00074032106
@utdfocusid @bliblidotcom jaman dlu mimpi apaaa timnas mainnya build up begini🥺,jaman mimpi timnas main build up,Negatif,0.11029745,0.69424635,0.19545619
"Gua mikir gini, lu ngapain ngarepin tim lain main bagus lah tim lain main jelek lah sementara timnas kita aja mainnya masih kureng, beda kelas lah kalo dibandingin Irak sama Jepang dan itu FAKTA.",gua mikir lu kapai ngarepin tim main bagus tim main jelek timnas main reng beda kelas dibandingin irak jepang fakta,Negatif,0.0001956425,0.9973459,0.0024583656
"lagian aneh aja yang mendiskreditkan Timnas Indonesia ini iya sih belum menghasilkan trofi, cuma kan progress nya ada secara permainan membaik, peringkat FIFA naik terus bahkan pas kalah lawan Jepang, sebenernya mainnya udh bagus loh  aneh emang",aneh diskredit timnas indonesia iya hasil trofi progress main peringkat fifa pas kalah lawan jepang main bagus aneh,Negatif,0.015325864,0.9098856,0.07478853
@erickthohir Kita gak perduli hasilnya apa lawan OZ! Menang Alhamdulila Puji Tuhan Kalah yaa yaudah gapapa! Yang kita perduliin dan lebih penting adalah KONTRAK STY DIPERPANJANG PAK! Biar Towel sama Akmal makin Tantrum liat Timnas makin baguussh mainnya!,duli hasil lawan oz menang alhamdulila puji tuhan kalah yaudah gapapa perduliin kontrak sty towel akmal tantrum lihat timnas baguussh main,Negatif,0.16776851,0.5899226,0.24230887
"@garistengah_id 2007, gw di pinggir lapangan pake kostum ijo volunteer, nyaksiin timnas berjuang mati2an didukung supporter fanatik di belakangnya, mainnya spartan ditambah pendukungnya militan",id gue pinggir lapang pakai kostum ijo volunteer nyaksiin timnas juang mati dukung supporter fanatik main spartan dukung militan,Negatif,0.022877093,0.9084954,0.0686275
Silakan kalau mau ada yg berdebat ini timnas mainnya udah rapi atau berantakan. Pragmatis atau berani terbuka. Karepmu.  Tapi liat pemain kt menit 90 masih bs sprint solo-run sih bangga sekali sama stamina mereka yg keliatan bgt improved,sila debat timnas main rapi beranta pragmatis berani buka karepmu lihat main menit sprint solorun bangga stamina lihat banget improved,Negatif,0.31232578,0.39801607,0.28965813
"smoga timnas kita ga jumawa atau terlena. Krn biasanya akan di blow up dgn berita heboh. Yg ujung""nya malah mainnya jd terpengaruh. Bahkan takutnya kalo sampe ad pertemuan"" ga penting dgn para tokoh"" politik atau tokoh"" ga jelas.  Siap"" jd bahan kampanye drpara caleg.🤭""",moga timnas jumawa lena blow up berita heboh ujung main pengaruh takut temu tokoh politik tokoh bahan kampanye drpara caleg,Negatif,0.052825466,0.85955834,0.0876162
Ini negara timur tengah sengaja bgt nih mainnya. Skenarionya gk mau ktemu korea &amp  jepang. Gpp coba lagi next kalo timnas indo lolos lagi 😌 jgn patah semangat. #asiancup2023,negara timur sengaja banget main skenario ketemu korea jepang enggak apa coba next timnas indonesia lolos patah semangat,Negatif,0.17782448,0.45168144,0.37049404
@idextratime @bliblidotcom Engga terlalu lbh baik menatap kualifikasi Pildun 2026 ketimbang kesel lihat timnas lain mainnya ngelawak 😄😓,tatap kualifikasi pildun ketimbang kesel lihat timnas main lawak,Negatif,0.017690888,0.9145575,0.06775159
"udh feeling indo ga bakal lolos, tapi entah kenapa suka bgt mainnya timnas indo sekarang",feeling indonesia lolos suka banget main timnas indonesia,Negatif,0.009351002,0.7271271,0.26352185
"emang ada fungsinya ya sebagai fans celsi nih, liat timnas kalah digempur sekalipun tetap tegar (karena mainnya celsi lebih sampah lagi dibandingkan dengan ekspektasi yang ada)",fungsi fan celsi lihat timnas kalah gempur tegar main celsi sampah banding ekspektasi,Negatif,0.07051392,0.8092942,0.12019185
"Dan salutnya netizen masih mau mengapresiasi, terlebih lagi mensupport baik langsung maupun tidak langsung, kalau timnas buruk netizen pasti nilai buruk, kalau mainnya baik juga akan menilai baik, rasanya senang sekali bisa mengenal dunia sepakbola dengan segala macam dramanya",salut netizen apresiasi mensupport langsung langsung timnas buruk netizen nilai buruk main nilai senang kenal dunia sepakbola drama,Negatif,0.07992591,0.74639845,0.17367566
"@SiaranBolaLive Emang rata2 pemain indonesia itu U20-U23 msh bagus mainnya, ga males dan ada ambisi. Coba cek yg makin senior, dah ngerasa tenar ga fokus lg sbg atlet pro. Kenal duit, hiburan, ga ngembangin skill. Akhirnya gitu2 aja. Negara lain makin senior makin matang, nah timnas makin...",main indonesia uu bagus main malas ambisi coba cek senior deh tenar fokus atlet pro kenal duit hibur ngembangin skill negara senior matang timnas,Negatif,0.27452582,0.41733807,0.30813608
Tim goblok masih bagusan mainnya timnas kemarin,tim goblok bagus main timnas kemarin,Negatif,0.014509507,0.898348,0.08714258
"Mikirin gimana caranya timnas biar lolos grup tau tau udah jam 3, nanti masuk shift pagi. Btw Takefusa Kubo mainnya anjing banget, bisa ngacak ngacak 6 bek indo sendirian",pikir timnas lolos grup jam masuk shift pagi btw takefusa kubo main anjing banget ngacak ngacak bek indonesia,Negatif,0.00060863193,0.9946286,0.004762732
"@cakil2976 Oh gitu ya, tapi jujur gue lihat mainnya timnas gak kecewa banget sih. Apa ekspektasi gue yg terlalu rendah jadi lihat timnas yg main bagus kayak, wow!""  Jujur, gue ga pernah ngikutin timnas sama sekali. Terakhir SMP, pas ferdinand sinaga masih U23.""",oh jujur gue lihat main timnas kecewa banget ekspektasi gue rendah lihat timnas main bagus kayak wow jujur gue timnas pas ferdinand sinaga,Negatif,0.0025132129,0.9843737,0.013113082
"Lolos atau enggak timnas Indo dr fase grup #AFCAsianCup2023 , apresiasi buat pemain, pelatih dan setiap elemen yg mempersiapkan timnas ini. Nggak nyangka aja. Timnas, ranking 140an FIFA, mainnya nggak kayak ‘timnas yg dulu gua tau’. Mental jg keras!! Salut lah!!",lolos timnas indonesia fase grup apresiasi main latih elemen timnas sangka timnas ranking an fifa main kayak timnas gua mental keras salut,Negatif,0.043157496,0.83475864,0.122083895
@_BangFu Kalau di kualifikasi piala dunia nanti masih bapuk mainnya.. Memang udah mentok berarti kualitas timnas kita,bangfu kualifikasi piala dunia bapuk main mentok arti kualitas timnas,Negatif,0.01670877,0.9304637,0.052827585
"3 match selalu cetak gol padahal striker pada bapuk di #AFCAsianCup2023   Gagal lolos 16 besar juga gapapa, toh mainnya menjanjikan dengan skuad muda dan banyak drama di sosial media kepada Timnas Indonesia ini  Sepakbola tidak melulu soal hasil pertandingan",match cetak gol striker bapuk gagal lolos gapapa main janji skuad muda drama sosial media timnas indonesia sepakbola melulu hasil tanding,Negatif,0.024105314,0.9030731,0.072821595
"Menyesal bukan karna mainnya timnas, cuma karna bikin networking meet up pas timnas main 😑",sesal main timnas networking meet up pas timnas main,Negatif,0.15123191,0.61778516,0.23098291
"Sadar bego timnas mainnya udah lumayan, di tambah liga lokal Indonesia sama Jepang tuh kek angkasa dan bawah tanah jauh. Jadi sadar STY udah all out buat timnas dia sadar betul pemain yang main di liga lokal itu bapok makannya ambil yang naturalisasi yang lumayan  #Timnas",sadar bego timnas main lumayan liga lokal indonesia jepang kayak angkasa tanah sadar sty all out timnas sadar main main liga lokal bapok makan ambil naturalisasi lumayan,Negatif,0.28350946,0.41935,0.29714048
"Ya setidaknya bisa cetak 1 gol 👏  Tapi gregetan timnas dalam posisi ketinggalan gamau main pressing kayak lawan Vietnam kemarin  Kalo udah posisi kalah ya all out aja, bikin foul terus biar irama mainnya Jepang juga terganggu. Kayak lawan Vietnam kemarin kan bikin banyak foul",cetak gol gregetan timnas posisi tinggal enggak mau main pressing kayak lawan vietnam kemarin posisi kalah all out foul irama main jepang ganggu kayak lawan vietnam kemarin foul,Negatif,0.2968529,0.39140925,0.3117379
"@idextratime @bliblidotcom Paling g, timnas sekarang mainnya di level Asia g malu2in. G lagi melulu AFF lawan Malaysia, Vietnam, Thailand aja. Dari sisi poin FIFA jelas lebih bermanfaat kalau dapet menang/seri daripada poin yang didapet kalau menang di AFF",timnas main level asia maluin melulu aff lawan malaysia vietnam thailand sisi poin fifa manfaat menangseri poin menang aff,Negatif,0.07045751,0.78960687,0.13993563
Mainnya ga jelek bro emang masih segitu level timnas😔,main jelek bro segitu level timnas,Negatif,0.036378585,0.8861454,0.077476
sepertinya diliat liat timnas indo terkena mental dr cara mainnya,lihat lihat timnas indonesia kena mental main,Negatif,0.03593338,0.8301001,0.13396652
@Kimmy_JKT48 Obat patah hati dikala timnas jelek mainnya 🫶,jakarta obat patah hati timnas jelek main,Negatif,0.124316946,0.73117685,0.14450617
Ga jalan sama sekali mainnya timnas nih. Capek!,jalan main timnas capek,Negatif,0.17697242,0.60154486,0.22148275
"timnas dari awal emg ngerasa tertekan anjir, beda bgt mainnya pas lawan nguyen kmren. ini gada ambis2nya sama sekali",timnas tekan anjir beda banget main pas lawan nguyen kemarin enggak ada ambisnya,Negatif,0.02138236,0.7811954,0.19742225
Tolong timnas mainnya yang bener dong. Ini paksu dah marah marah ngamuk 😓🙏,tolong timnas main paksu deh marah marah ngamuk,Negatif,0.00021410361,0.997738,0.002047853
"Timnas mainnya kenapa ga kek gini aja ya, pelan2 aja gitu ga banyak umpan jauh",timnas main kayak pelan umpan,Negatif,0.2752225,0.3814576,0.3433199
"Luar biasa sekali Egy mainnya, tolong masukan Witan dan Dendy supaya trio timnas ini bisa membuat Jepang makin ketar ketir 🔥",egy main tolong masuk witan dendy trio timnas jepang ketar tir,Negatif,0.15237553,0.5845024,0.26312202
"@Indostransfer ayo timnas, yg tenang lagi mainnya",ayo timnas tenang main,Negatif,0.08457027,0.52944523,0.3859845
"HT Indonesia 0-1 Japan. Harus lebih berani lagi timnas mainnya, mana tau kiper jepang bisa blunder kalo tiba-tiba diserang #TimnasIndonesia",hati indonesia japan berani timnas main kiper jepang blunder tibatiba serang,Negatif,0.17240645,0.56537956,0.26221398
"Berasa bukan Timnas Jepang ini mah mainnya, kebanyakan tumbang 🤣",asa timnas jepang mah main tumbang,Negatif,0.2407798,0.4717375,0.28748265
Timnas mainnya jijik megang bola,timnas main jijik pegang bola,Negatif,0.06253236,0.80766165,0.12980603
"Diobok-obok mainnya diobok-obok, timnas terbantai pemainnya pada mabok",diobokobok main diobokobok timnas bantai main mabok,Negatif,0.25725478,0.39076975,0.3519755
"Ini Jepang main jelek bgt, tetep aja timnas mainnya linglung wkwk",jepang main jelek banget timnas main linglung wkwk,Negatif,0.0034159154,0.94724214,0.049341947
bjir gw pikir timnas mainnya jam set 8..,bjir gue pikir timnas main jam set,Negatif,0.034932464,0.89956236,0.06550519
"18 menit pertama, ternyata Jepang biasa aja mainnya, ga superior seperti di berita ternyata, yakin bisa samakan kedudukan #TimnasDay #timnas #indonesia",menit nyata jepang main superior berita nyata duduk,Negatif,0.111706905,0.667779,0.22051407
Berani jg ini timnas mainnya😂,berani timnas main,Negatif,0.0586297,0.70966107,0.23170923
"Semoga timnas mainnya nothing to lose, lepas, dan bagus terus lolos 16 besar 🤲🙏",moga timnas main nothing lose lepas bagus lolos,Negatif,0.19040973,0.44374403,0.3658463
gua ga berharap timnas menang(padahal ngrep bngt) penting mainnya ga blunder aja,gua harap timnas menangpadahal ngrep banget main blunder,Negatif,0.013384603,0.8640064,0.122608945
Kemaren aja pas Timnas main jam 16.00 mati listriknya jam segitu. Sekarang pas mainnya jam 13.30 lha kok ikut geser waktu mati listriknya. Hash. Fak rezim.,kemarin pas timnas main jam mati listrik jam segitu pas main jam geser mati listrik hash fak rezim,Negatif,0.0011899561,0.9933647,0.005445328
barca ama timnas mainnya deketan mulu dah,barca timnas main deketan mulu deh,Negatif,0.16797508,0.48203796,0.34998688
"@idextratime Semua tergantung cara main timnas hari ini, kalo mainnya jelek pasti ngamuk. Kalo kalah tapi main bagus &amp  rapih gak papa, ttp disupport...",gantung main timnas main jelek ngamuk kalah main bagus rapi papa disupport,Negatif,0.16058755,0.5491062,0.29030627
"Semoga Timnas Indonesia mampu menumbangkan Jepang !  Kalo mainnya agresif saat lawan Vietnam, 3 point dan lolos ke fase selanjutnya bukan hal yang mustahil   #pialaasia2023 #TimnasDay  #jepangvsindonesia #sepakbolapialaasia2023",moga timnas indonesia tumbang jepang main agresif lawan vietnam point lolos fase mustahil,Negatif,0.20666994,0.50377375,0.28955624
"Sempat ngira kemarin² kalau mainnya jam 21.30 lagi, eeeh 18.30 ya 🥺 cepet banget nih mah timnas indonesia mau main. Tinggal berapa jam doang.",ngira kemarin main jam eeeh cepat banget mah timnas indonesia main tinggal jam doang,Negatif,0.02314275,0.92026407,0.056593157
TimNas mainnya ntar malem. Mulesnya udah dari skg,timnas main entar malam mulesnya,Negatif,0.0045282966,0.98658305,0.0088886125
Timnas mainnya masih nanti malem tapi deg-degannya udah dari kemarin.,timnas main malam degdegannya kemarin,Negatif,0.26268837,0.40097558,0.33633605
"Jepang jangan galak2 mainnya, timnas cuma tim yg diperingkat 146 😭",jepang galak main timnas tim peringkat,Negatif,0.2043499,0.56512284,0.23052728
"Bgst. Giliran lawan Indonesia. lah jepang malah pakai pemain inti semua. 😭  Mak Lea kasih tahu ke mereka (timnas Jepang), jangan serius2 mainnya.🤭 @5ecretNumber #DITAKARANG #DITA #lea #TimnasIndonesia #jepang #AFCAsianCup #AFCON2023 #AFCON https://t.co/VTQuwYKbay",bgst gilir lawan indonesia jepang pakai main inti mak lea kasih timnas jepang serius main,Negatif,0.1473218,0.55884147,0.29383677
@idextratime @bliblidotcom Waduh eti loe j oman yg mainnya spartan pas lawan saudi aplg kirgistan itu tim bapuknya mnta ampun jg tanda bahaya. Timnas wajib menang jangan brharap seri.,eti lo om main spartan pas lawan saudi aplg kirgistan tim bapuknya ampun tanda bahaya timnas wajib menang brharap seri,Negatif,0.041086737,0.8506691,0.10824413
