full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
Timnas mainnya rapi gini 🥹,timnas main rapi,Positif,0.2056587,0.35985747,0.4344839
mainnya cakep bener ini timnas sat,main cakep timnas sat,Positif,0.35182825,0.23518518,0.41298652
enak sih mainnya timnas,enak main timnas,Positif,0.036567993,0.13695318,0.8264789
Keren bangett mainnya timnas kita woyy 😭😭,keren banget main timnas woyy,Positif,0.00035403576,0.018627651,0.9810183
timnas keren gini mainnya,timnas keren main,Positif,0.03937125,0.30430144,0.65632737
TIMNAS MAINNYA BAGUS BANGET,timnas main bagus banget,Positif,0.004894415,0.12555695,0.8695487
"Indonesia mlm ini mainnya lebih asyik. Stlah ketinggalan 0-1 lawan Australia, timnas lbh berani menyerang. Pertanda baik kah??? #TimnasDay #timnasindonesia  #AsianCup2023  #AFCAsianCup2023  #AsianCup",indonesia malam main asyik stlah tinggal lawan australia timnas berani serang tanda kah,Positif,0.30971986,0.308287,0.3819932
Bagus bet ya timnas sekarang teh mainnya,bagus banget timnas teh main,Positif,0.00014019395,0.014164679,0.9856952
"ini bagus lho mainnya. konsisten, please, timnas.",bagus lho main konsisten please timnas,Positif,0.034213286,0.13924898,0.8265377
"AYO TETAP TENANG TIMNAS MAINNYA KALIAN LEBIH BAGUS, BISA MENGEJAR INI",ayo tenang timnas main bagus kejar,Positif,0.022626242,0.1952594,0.7821143
Gila keren bgt sih mainnya timnas Indonesia👊🏻💥,gila keren banget main timnas indonesia,Positif,0.023193879,0.13949513,0.8373109
KEREN BANGET TIMNAS MAINNYA COK,keren banget timnas main cok,Positif,0.0029271692,0.055528075,0.94154483
Kok keren gini mainnya timnas,keren main timnas,Positif,0.16531135,0.23561968,0.599069
timnas mainnya bagus banget pen nangis,timnas main bagus banget pengin menang,Positif,0.027690655,0.3045059,0.6678034
demi tuhan ini timnas mainnya bagus bgt cok,tuhan timnas main bagus banget cok,Positif,0.01138035,0.15139318,0.83722645
timnas mainnya enak niy,timnas main enak niy,Positif,0.1674599,0.2604284,0.57211167
Keren banget timnas mainnya 😭 Kalah menang tetep keren,keren banget timnas main kalah menang keren,Positif,0.000745199,0.027864475,0.9713904
Timnas mainnya keren bjir,timnas main keren bjir,Positif,0.09363439,0.1936692,0.71269643
Mainnya timnas udah bagus kayak gini masih dinyinyirin sama towel,main timnas bagus kayak dinyinyirin towel,Positif,0.118869655,0.20118997,0.6799404
Apapun hasilnya nanti  Timnas keren bgt hari ini 🇮🇩 Kelas bener mainnya👏🏻😭🇮🇩,hasil timnas keren banget kelas main,Positif,0.011434103,0.09492401,0.8936418
"nonton timnas dari aff 2010 gak pernah ngeliat mainnya sebagus sekarang ini anjir gokil, semangat comeback",tonton timnas aff lihat main bagus anjir gila semangat comeback,Positif,0.16085172,0.30586126,0.533287
"Ini mainnya kayak di home yaa, keren bgt suporter timnas kita, terharu! 🇮🇩🥹 #TimnasDay",main kayak home keren banget suporter timnas haru,Positif,0.004949605,0.06070838,0.934342
Mainnya bagus tapi kebobolan. Timnas oh timnas,main bagus bobol timnas oh timnas,Positif,0.0041946224,0.05403626,0.941769
Timnas mainnya pede seneng siah gua,timnas main percaya diri senang siah gua,Positif,0.22337249,0.2562116,0.5204159
"ini timnas walaupun dah bobol satu, tp sejauh ini keren anjay mainnya berani nyerang",timnas deh bobol keren anjay main berani serang,Positif,0.0062526613,0.08277488,0.9109725
Timnas mainnya keren bgt 😭😭😭,timnas main keren banget,Positif,0.00647253,0.105638325,0.88788915
"Padahal mainnya udah rapih lho ini timnas, tapi duh kipernya 😭",main rapi lho timnas duh kiper,Positif,0.28823897,0.35410115,0.35765988
keren bgt gila mainnya ini timnas hindia belanda #AsianCup2023,keren banget gila main timnas hindia belanda,Positif,0.0018783547,0.04021321,0.9579084
gila timnas hari ini mainnya bagus bangettt,gila timnas main bagus banget,Positif,0.008766247,0.42574024,0.56549346
YA ALLAH BAGUS BANGET TIMNAS INDONESIA INI HIKSSSS MAINNYA ENAK BANGET 😭,allah bagus banget timnas indonesia hikssss main enak banget,Positif,7.6534365e-05,0.011244778,0.98867875
"Sumpah ini Timnas Indonesia mainnya keren asli, pass and move nya ud kayak nonton tim premier league",sumpah timnas indonesia main keren asli pas and move kayak tonton tim premier league,Positif,0.17578442,0.24138373,0.5828318
"Berasa ga nonton timnas, bener2 mainnya rapih banget",asa tonton timnas main rapi banget,Positif,0.045111347,0.27103803,0.68385065
Sejauh ini mainnya timnas mantep sih https://t.co/oYul6ispsj,main timnas mantap,Positif,0.033227026,0.44377095,0.523002
"Wah gila sih ini beda banget mainnya timnas, keren improvenya🔥",gila beda banget main timnas keren improvenya,Positif,0.0077960123,0.071289055,0.9209149
TIMNAS MAINNYA KEREN BETT CUYY ASLIAN INIMAA,timnas main keren bett cuy asli inimaa,Positif,0.008516342,0.07435632,0.9171274
Bjirrr ini timnas mainnya enak banget di liat coyyy,bjirrr timnas main enak banget lihat coy,Positif,0.0009452956,0.03086892,0.96818584
Timnas bagus bgt mainnya..,timnas bagus banget main,Positif,0.0027513455,0.06334621,0.93390244
@idextratime @bliblidotcom lebih enak mainnya timnas timbang barca,enak main timnas timbang barca,Positif,0.023279142,0.11822546,0.8584955
ASLIII KEREN MAINNYA TIMNAS,asli keren main timnas,Positif,0.14137612,0.22132564,0.6372982
"KEREN BGT TIMNAS INDONESIA MAINNYA, WALAUPUN NANTI KALAH GA BAKAL KECEWA DEH DENGAN PERMAINANNYA 🇮🇩🔥💥👊🏻",keren banget timnas indonesia main kalah kecewa deh main,Positif,0.0097229825,0.11984748,0.8704295
"Baru ini secara ga sengaja nonton timnas main. Bisa dipastikan klo isinya pemain yg main di liga siji, visi mainnya ga bisa kayak begini",sengaja tonton timnas main isi main main liga siji visi main kayak,Positif,0.11557207,0.43919832,0.44522962
Ya Allah ini beneran timnas Indonesia? Kelas bgt mainnya 😭,allah timnas indonesia kelas banget main,Positif,0.14032117,0.29978946,0.55988944
ga pernah selama nonton timnas mainnya kaya gini gilaaaa keren anjinggg,tonton timnas main kayak gila keren anjinggg,Positif,0.25215137,0.30808783,0.4397608
ini timnas mainnya bagus banget coy,timnas main bagus banget coy,Positif,0.0065663056,0.0977363,0.8956975
Bagus nih timnas mainnya,bagus timnas main,Positif,0.063840196,0.36729535,0.56886446
sedap betul mainnya ni timnas,sedap main timnas,Positif,0.24271505,0.36977893,0.38750604
Asik nih mainnya timnas,asik main timnas,Positif,0.24273264,0.31163663,0.44563082
Suka banget sama mainnya timnas kali ini cuyyy 🫶🏼😭🫶🏼,suka banget main timnas kali cuy,Positif,0.00085350027,0.029184857,0.9699617
Timnas Indonesia mainnya keren,timnas indonesia main keren,Positif,0.25738758,0.27232862,0.47028384
gasalah ini mainnya timnas? keren bgt cu🔥🔥,enggak salah main timnas keren banget cu,Positif,0.009814918,0.08512726,0.9050579
Timnas mainnya lebih bagus dari Roma-nya Jose Mourinho 🥹🙏,timnas main bagus roma jose mourinho,Positif,0.027170977,0.11823911,0.8545899
terlepas hasilnya mainnya udah level up sih emang timnas,lepas hasil main level up timnas,Positif,0.35905784,0.23269126,0.4082509
ancikk enak bgt mainnya timnas di awal ini,ancikk enak banget main timnas,Positif,0.0011161321,0.03181951,0.9670643
Tumben mainnya timnas keren macam Chelsea ku lihat-lihat,tumben main timnas keren chelsea ku lihatlihat,Positif,0.19321014,0.33445027,0.47233963
"ini bukan timnas Indonesia yang kukenal euy, mainnya bisa bagus gini. the power of Shin Tae-Yong ini mah!",timnas indonesia kenal euy main bagus the power of shin taeyong mah,Positif,0.04079521,0.15603237,0.80317247
cakep banget kamu timnas malam ini mainnya,cakep banget timnas malam main,Positif,0.00944416,0.17649288,0.81406295
DEMI APAPUN TIMNAS MAINNYA KEREN BGT BJIR https://t.co/rxHg6CC4Gb,timnas main keren banget bjir,Positif,0.014755911,0.14505333,0.8401907
Keren gini mainnya timnas,keren main timnas,Positif,0.16531135,0.23561968,0.599069
TIMNAS BAGUS BANGET MAINNYA DI AWAL BABAK PERTAMA 😭😭😭😭😭,timnas bagus banget main babak,Positif,0.004375656,0.20707123,0.7885532
Gokil Timnas enak banget ini mainnya👏,gila timnas enak banget main,Positif,0.006562036,0.1265649,0.866873
"@Vouxierist Udah bro cepet, keren banget timnas mainnya",bro cepat keren banget timnas main,Positif,0.01281437,0.11737561,0.86981004
Timnas bagus bgt cok mainnya! Pertahankan.,timnas bagus banget cok main tahan,Positif,0.0013572999,0.03768904,0.9609537
keren gini timnas mainnya 🔥😍,keren timnas main,Positif,0.114432916,0.28783247,0.5977346
leonil sm timnas indo mainnya barengan fix 🙂,leonil timnas indonesia main bareng fix,Positif,0.2731351,0.27624696,0.45061794
@FT_IDN Ini line up terbaik timnas. Semoga mainnya lebih tenang dan solid.,idn line up timnas moga main tenang solid,Positif,0.1676525,0.23035257,0.60199493
Kayaknya inimah Leo/Niel sama Timnas mainnya barengan ini:))),kayak inimah leoniel timnas main bareng,Positif,0.3501666,0.2695185,0.38031495
"vs Australia, harusnya Timnas mainnya lebih lepas daripada pas vs Jepang. Sebab ini udah babak KO, nasib ya ditentuin diri sendiri. Gbs berharap sama tim lain, dan gbs juga cemas akan hasil tim lain.  It’s us against us tonight, give your best no matter what! 🦅🇮🇩  #AsianCup2023",vs australia timnas main lepas pas vs jepang babak nasib ditentuin enggak bisa harap tim enggak bisa cemas hasil tim its us against us tonight give your best no matter what,Positif,0.1403101,0.36703295,0.49265695
"Semalem di FA Cup Maidstone Utd tim non league, semi pro bisa ngalahin Ipswich Town tim papan atas div 2. Berharap Timnas vs Australia mainnya bisa sama semangatnya ky Maidstone. Kuncinya defense disiplin, kiper on fire, dan serangan balik efektif. #AsianCup2023 #TimnasDay 🇮🇩",semalem fa cup maidstone utd tim non league semi pro kalah ipswich town tim papan div harap timnas vs australia main semangat kaya maidstone kunci defense disiplin kiper on fire serang efektif,Positif,0.3797333,0.212567,0.40769964
jadwal timnas mainnya knp brg final badminton dah😭😭,jadwal timnas main bareng final badminton deh,Positif,0.006870366,0.08426983,0.90885985
"@MelodyUnited Bayindir sih, karena indo mainnya awal jadi ya nonton timnas manyala abangku 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥",bayindir indonesia main tonton timnas manyala abang,Positif,0.29175872,0.25822285,0.45001832
@BadmintonTalk Tolong buat tunggal putri sama ngabtonsen dipercepat mainnya. Takut bentrok sama timnas 😅,tolong tunggal putri ngabtonsen cepat main takut bentrok timnas,Positif,0.22932649,0.2503038,0.5203697
"@Stropsabitabit gara2 nonton timnas spanyol taun kapan ya pokoknya yg midfieldersnya gacor. ada xabi, xavi, iniesta, silva nah gue plg seneng liat fabregas main. mana muda banget udah sejago itu &amp  dia main di arsenal. sampe sekarang jd suka arsenal walau ga byk tropi soalnya seru cara mainnya https://t.co/tUTljz2MBT",gara-gara tonton timnas spanyol pokok midfieldersnya gacor xabi xavi iniesta silva gue pulang senang lihat fabregas main muda banget jago main arsenal suka arsenal tropi seru main,Positif,0.001679092,0.045918528,0.9524024
"Gak muluk2. Liat timnas bisa solid mainnya, plus gak kebobolan lebih dari waktu lawan jepang aja udah cukup sih",muluk lihat timnas solid main plus bobol lawan jepang,Positif,0.32876322,0.23436318,0.43687358
"@AFC_Jubir Senoga #timnas mainnya bagus, dan STY kontraknya diperpanjang",jubir senoga main bagus sty kontrak,Positif,0.018309593,0.10056704,0.88112336
Yang Hongseok bagus banget mainnya. Dia masuk Timnas gak sih? https://t.co/8Z9XQuQboP,hongseok bagus banget main masuk timnas,Positif,0.0010269727,0.03628236,0.96269065
@SiaranBolaLive Mainnya macem timnas indonesia sblm era sty,main timnas indonesia era sty,Positif,0.34257004,0.25143665,0.4059933
"@theflankerID sebenernya lebih ngeri lawan Australi yang ga terlalu pressing gini mainnya, karena Timnas sejauh ini secara taktikal selalu counter strat lawan dan pertahanan timnas sangat rawan ditembus karena bakal terciptanya ruang antar lini yang dimanfaatkan kecepatan lawan 👀",ngeri lawan australi pressing main timnas taktikal counter strat lawan tahan timnas rawan tembus cipta ruang lini manfaat cepat lawan,Positif,0.27913854,0.32829738,0.39256406
@VIVAcoid trus percaya kemarin ujan²an main bola mau semangati timnas ?  mainnya sudah sangat kotor ini 😪,percaya kemarin ujanan main bola semangat timnas main kotor,Positif,0.30707577,0.2891645,0.40375972
"@medioclubID Keknya kalopun timnas sampe juara tetep aja dinyinyirin. Apaan difinal gitu doang ga banget mainnya, coba lihat manchester city enak bgt mainnya sampe bisa juara UCL. STY mana bisaaa~~~""""",kayak timnas juara dinyinyirin final doang banget main coba lihat manchester city enak banget main juara ucl sty,Positif,0.0008313616,0.03997059,0.95919806
"@utdfocusid @bliblidotcom Dia berharapnya mainnya timnas ni kek city kali ya, apa dia nggak nonton pemain passing 5 meter aja gabisa terus nyalahin pelatih?",harap main timnas kayak city kali tonton main passing meter enggak bisa salah latih,Positif,0.33684877,0.2602521,0.40289918
"@utdfocusid @bliblidotcom Pikir dia timnas kita mainnya wajib kayak barca eranya pep guardiola, main tiki taka futball 90% ball posession , EMG GOBLOKK DIA MAH",pikir timnas main wajib kayak barca era pep guardiola main tik taka futball ball posession goblokk mah,Positif,0.28131664,0.35002333,0.36865997
"@TioFarizki @FaktaSepakbola Selama nggak menghujat semua orang bebas beropini. Emangnya menurut ente Egy/Witan mainnya udah bagus? Wajar lah mempertanyakan keputusan pelatih. Pro kontra tuh biasa. Bukan timnas doang, klub mana pun fansnya juga sering kritik.",hujat orang bebas opini ente egywitan main bagus wajar putus latih pro kontra timnas doang klub fansnya kritik,Positif,0.07881316,0.40803444,0.5131524
@garagarabola_ Australia tdk secepat dan sekuat pemain jepang moga timnas bisa lbh lepas mainnya,australia cepat kuat main jepang moga timnas lepas main,Positif,0.08746174,0.19912678,0.71341145
"Agenda atau nggak, yang jelas sekarang timnas mainnya lebih bagus daripada era-era sebelumnya walau belum stabil. Kekurangan sdm. Cuman yah... liga lokalnya aja keok sama liga filipina mau gimana cari pemain yg bagus? Naturalisasi pun pemain standar di liga luar sana",agenda timnas main bagus eraera stabil sdm cuman liga lokal keok liga filipina cari main bagus naturalisasi main standar liga,Positif,0.026266864,0.21585779,0.7578754
@SiaranBolaLive Cakep bener mainnya. Timnas harus bs serileks ini mainnya nanti lawan Australia. Pertahankan bola selama mungkin. Atur tempo. Kita pasti bisa ✊,cakep main timnas rileks main lawan australia tahan bola atur tempo,Positif,0.26560894,0.23359281,0.5007983
"@Justanopinion26 @SubacEverywhere @SiaranBolaLive Sy orang awam bola setahu Sy timnas jadul mainnya dari belakang langsung long Ball ke depan. Jarang mau pegang bola. Sy lihat di era STY dia terapkan main main pendek, enak gitu. Itu gol marselino berawal dari intersep Arhan. Yg disebut filosofi towel Gimana",orang awam bola timnas jadul main langsung long ball jarang pegang bola lihat era sty terap main main pendek enak gol marselino intersep arhan filosofi towel,Positif,0.014683647,0.24882442,0.736492
@asdgfhjklmn @SiaranBolaLive syamsir kalo ga salah dulu lumayan bagus mainnya. sempat digadang2 jadi calon bintang masa depan timnas senior. eh tiba2 dia ngilang  dan malah jadi presenter padahal umurnya masih sangat muda,syamsir salah lumayan bagus main gadang calon bintang timnas senior eh hilang presenter umur muda,Positif,0.06883382,0.18521878,0.74594736
"@Indostransfer Yanto sbnarnya dri dulu pngen liat di timnas lg. dari dia di persib, mskipun aff disoroti krn blunder, tp suka bgt sma pemain ini. tinggi 183, balance bagus, ditambah klo udh diprcya di liga thailand yg skrg brati emang top mainnya. dia dlu sring masuk line up terbaik mingguan jg",yanto pengin lihat timnas persib mskipun aff sorot blunder suka banget main balance bagus diprcya liga thailand brati top main sring masuk line up minggu,Positif,0.004038136,0.31276533,0.6831966
@SiaranBolaLive Dari timnas U-16 sampe sekarang masuk U-20 ini pemain mainnya masih kebingungan.,timnas masuk main main bingung,Positif,0.19702215,0.37031013,0.4326678
"Ini timnas U-20 keliatan banget posessionnya mendominasi Thailand, eh malah kalah 😅 thailand santai aja mainnya.. ngk grusak grusuk tpi jelas visinya. Timnas tiap depan gawang bingung mau diapain bolanya.. Ji Da Bin banyak blunder 🥲",timnas lihat banget posessionnya dominasi thailand eh kalah thailand santai main grusak grusuk visi timnas gawang bingung bola ji bin blunder,Positif,0.01793741,0.25048983,0.7315728
timnas yg ini beda ya mainnya kalo diliat 😂,timnas beda main lihat,Positif,0.27199578,0.2622279,0.46577635
"Keren banget Timnas U20 mainnya. Sepakbola modern, ga ada lagi crossing2 melambung ga jelas",keren banget timnas main sepakbola modern crossing lambung,Positif,0.0006961714,0.027675612,0.97162825
"Timnas Indonesia U20 ini mainnya bagus banget lho, Thailand ga dikasih nyerang sama sekali.",timnas indonesia main bagus banget lho thailand kasih serang,Positif,0.014300356,0.17800875,0.807691
Timnas Indonesia U20 ini mainnya asyik banget.,timnas indonesia main asyik banget,Positif,0.02691948,0.19333716,0.7797434
"No 11 nya Timnas Indonesia U20 bagus mainnya, kalau bisa improve terus mungkin bakal dipanggil ke tim senior dalam waktu dekat apalagi timnas lagi butuh striker  #TimnasDay #TimnasIndonesia",no timnas indonesia bagus main improve panggil tim senior timnas butuh striker,Positif,0.09590682,0.20604911,0.69804406
"liat afrizal dari debut ampe skrg performa nya konsisten bener dah di u20, enak bat mainnya, build up timnas jdi mulus karena dia naik turun posisi kiri",lihat afrizal debut performa konsisten deh enak banget main build up timnas mulus turun posisi kiri,Positif,0.00031073173,0.019500276,0.9801891
Timnas u20 rapi bener mainnya,timnas rapi main,Positif,0.082534045,0.4043253,0.5131407
Timnas Indonesia mainnya bagus. Bahkan ketika kalah pun tetap bagus mainnya. Layak kok lolos ke babak berikutnya.,timnas indonesia main bagus kalah bagus main layak lolos babak,Positif,0.02611639,0.12984355,0.8440401
Kebetulan lewat. Walau akun united tapi karen isinya timnas gapapa deh  Ini karakter mainnya mantep si. Mana tu yg ngomel cari panggung kemaren,akun united karen isi timnas gapapa deh karakter main mantap ngomel cari panggung kemarin,Positif,0.0061375275,0.10395325,0.8899092
@brosamael Semoga timnas indonesia mainnya lancar dan bisa menangin piala asia cup aminn jadi kebanggan Indonesia!! Semangat!,moga timnas indonesia main lancar menangin piala asia cup amin bangga indonesia semangat,Positif,0.35865033,0.24221067,0.39913905
"Seneng gk sih liat timnas yg dulu mainnya dikit2 long pass kedepan asal - asalan.  Sekarang bisa build up sabar &amp  cukup tenang kayak gini.  Pdahal posisinya ketinggalan, bukan lagi unggul.",senang lihat timnas main dikit long pas build up sabar tenang kayak posisi tinggal unggul,Positif,0.10002298,0.22287832,0.67709875
"@ruangtaktik Poin yg sangat setuju, di timnas bkn era “gw jago, ga perlu latihan, dtg lgsg main” disini soal attitude, work rate itu dilihat bgt (jd keputusan terakhir). Percaya tim pelatih dalam menyusun kerangka team,, kita tinggal menikmati proses &amp  mainnya",poin tuju timnas era gue jago latih langsung main attitude work rate lihat banget putus percaya tim latih susun kerangka team tinggal nikmat proses main,Positif,0.14884646,0.25230113,0.5988524
"1-0 lawan Australia, nanti ketemu korsel. Lebih wow lagi ngalahin korsel auto makin di rujak timnas korsel sama knetz, apalagi pelatihnya yg di lemparin telur pas world cup 2018  seruu kalo ngebayangin mah🤣☝🏻 tapi korsel mainnya lagi gk terlalu bagus juga, sama jordan aja imbang",lawan australia ketemu korsel wow kalah korsel auto rujak timnas korsel knetz latih lemparin telur pas world cup seru ngebayangin mah korsel main bagus jordan imbang,Positif,0.120555975,0.4009542,0.47848982
"@suryatjia Tapi dilihat sekarang timnas emg mainnya agak lebih bagus sih,Kak. Dibanding pra 2018 😆",lihat timnas main bagus sihkak banding pra,Positif,0.13917056,0.35878915,0.50204027
Karena menghindari jepang makanya niat gak niat ini timnas Korsel mainnya,hindar jepang niat niat timnas korsel main,Positif,0.20529352,0.34952822,0.44517827
"Ubay boleh jd pemain bola asalkan mainnya di timnas, kalo di psms medan bagus gausah nak",ubay main bola main timnas psms medan bagus enggak usah nak,Positif,0.098992676,0.20810087,0.69290644
"@kucilpung @anotherfawx @unmagnetism @erickthohir Ini bukan bermain dengan pesimis, kan kemarin udahan mainnya, mainnya ga pesimis kok. Semua juga udah disuruh rapi-rapi buat co hotel. Alhamdulillah rezeki timnas.",main pesimis kemarin udahan main main pesimis suruh rapirapi cowok hotel alhamdulillah rezeki timnas,Positif,0.22270839,0.36283502,0.41445658
"@ruangtaktik @bliblidotcom Min, tipe striker sty waktu di timnas indo sama korea cara mainnya beda atau sama?",min tipe striker sty timnas indonesia korea main beda,Positif,0.3291828,0.25191417,0.41890305
Alhamdulillah #Timnas #TimnasIndonesia maju ke babak 16 besar Piala Asia...Semoga mainnya makin padu dan tdk membuat kesalahn sendiri. Optimis bisa menang lawan Australia!  Bismillah #garuda #TimnasDay #Indonesia #IndonesiaLolos https://t.co/8MT1wvRL53,alhamdulillah maju babak piala asiasemoga main padu kesalahn optimis menang lawan australia bismillah,Positif,0.16418941,0.18655787,0.64925265
"Valid. Salah satu alasan selalu realistis sama timnas senior. Permainan terbaik"" yang pernah gw lihat itu di era nya Luis Milla.  aneh klo ada yang bilang kemarin main lawan Jepang itu mainnya bagus.""",valid salah alas realistis timnas senior main gue lihat era luis milla aneh kemarin main lawan jepang main bagus,Positif,0.1821942,0.26135024,0.5564556
Wih mainnya minggu. Besok dah mulai latihan lagi dong timnas,wih main minggu besok deh latih timnas,Positif,0.13302565,0.22259477,0.64437956
"First time in history timnas bisa lolos ke babak 16 besar Piala Asia, but i bet gak semua ikut seneng karena pasti ada aja yg nyinyir lolos karena hoki"" lah, ""mainnya gak bagus"" lah, ""taktiknya ngandelin counter"" Lah dll, LO GAK DIAJAK ANJIM FUCK OFF!!!!!""",first time history timnas lolos babak piala asia but banget senang nyinyir lolos hoki main bagus taktik ngandelin counter dll lo ajak anjim fuck off,Positif,0.016574245,0.30565795,0.6777679
"Untung blunder cokkk, btw gg kirgiz. Timnas 16 besar mainnya yg bener lahh @TimnasIndonesia",untung blunder cokkk btw kirgiz timnas main,Positif,0.35712743,0.2603895,0.38248307
"Gw udah lama ga enjoy nonton timnas, mainnya udah modern.  dulu mah main swing aja ke depan kagak ada bentuknya",gue enjoy tonton timnas main modern mah main swing kagak bentuk,Positif,0.3195881,0.26713058,0.41328132
"@SiaranBolaLive Semalem timnas mainnya bagus. Gpp, pasti timnas kita bakal jauh lebih baik kedepannya",semalem timnas main bagus enggak apa timnas,Positif,0.23636964,0.37958243,0.38404799
"@SiaranBolaLive Gw suka mainnya timnas pas AFC ini, kelihatan bgt emang progresnya tp memang kalo lawan Jepang emang beda level aja. Semoga di Kualifikasi Pildun bisa lebih baik lagi, dan bisa menunjukkan hasil maksimal. Jika standarnya sudah bagus gini “harusnya” AFF tahun dpn bisa juara.",gue suka main timnas pas afc lihat banget progres lawan jepang beda level moga kualifikasi pildun hasil maksimal standar bagus aff juara,Positif,0.0071637747,0.10021595,0.89262027
timnas lawan jepang semalam babak 1 mainnya solid bgt. babak 2 karena lebih terbuka jadi ya resikonya emang kebobolan banyak.  tapi gokil sih liat timnas main terorganisir. bayangan gue lawan jepang akan kalah segala lini (walaupun emang iya),timnas lawan jepang malam babak main solid banget babak buka resiko bobol gila lihat timnas main organisir bayang gue lawan jepang kalah lini iya,Positif,0.14230911,0.40078253,0.45690835
@idextratime @bliblidotcom BENER BANGET TI 😭😭 GUE BANGGA BANGET MENYAKSIKAN TIMNAS BISA SEKEREN ITU MAINNYA 😭,banget ti gue bangga banget saksi timnas keren main,Positif,0.0054628947,0.06134251,0.9331945
@Delynn_JKT48 Kalah del timnas kita tapi gapapa udah bagus kok mainnya 😁,jakarta kalah del timnas gapapa bagus main,Positif,0.17073888,0.2653141,0.563947
Saya seneng nonton mainnya timnas hari ini setalah absen cukup lama. Asia kita akan bertemu 4thn lagi ✊🦅,senang tonton main timnas seta absen asia temu,Positif,0.06488813,0.17749494,0.75761694
"murni kalah kualitas, tapi apresiasi tinggi buat timnas kita mainnya jg udh jauh berkembang",murni kalah kualitas apresiasi timnas main kembang,Positif,0.09716686,0.16052027,0.7423128
@GanendraAd65084 @unmagnetism bener njir 2 gol jepang krn kegagalan dia.. yakin gw klo sty dah out ngk bakal kepanggil di timnas lgi tu anak klo mainnya masih gitu2.,anjir gol jepang gagal gue sty deh out panggil timnas anak main,Positif,0.0142021505,0.099644,0.8861539
"Jepang mainnya ga bagus2 amat padahal, well done timnas",jepang main bagus well done timnas,Positif,0.02143177,0.105598524,0.87296975
Gila sih jepang mainnya wkwkwk nt indooo  Liat 3-4 thn kedepan timnas ini makin matang permainannya. Optimis 🫵🏻,gila jepang main wkwkwk indooo lihat timnas matang main optimis,Positif,0.28141704,0.28888053,0.42970243
Masih enak diliat mainnya timnas.,enak lihat main timnas,Positif,0.10864907,0.2566736,0.63467735
"Terima kasih timnas atas perjuangannya. Nice try, kita coba lagi di lain waktu. Btw el beton cakep bat mainnya #TimnasDay",terima kasih timnas juang nice try coba btw el beton cakep banget main,Positif,0.138657,0.22241178,0.6389312
Gue sih bangga ya meski Timnas Indonesia kalah ama Jepang. Mainnya ga defensif trus rada ngotot juga.,gue bangga timnas indonesia kalah jepang main defensif rada ngotot,Positif,0.33534464,0.2502196,0.4144357
Semoga di babak ke 2 timnas bisa lebih fokus dan tenang lagi mainnya. Yuk bisa yuk kita ngegolin di babak ke 2,moga babak timnas fokus tenang main yuk yuk ngegolin babak,Positif,0.10169065,0.18305965,0.7152497
@BangPakat Hadeh.... Dah babak 2 kali .. Tadi timnas kegolan pinalti 1 om... Trus mainnya jepang agresif banget... Degdegan terus aku...,hadeh deh babak kali timnas gol pinalti om main jepang agresif banget degdegan,Positif,0.03399127,0.20880263,0.75720614
@TimnasIndonesia Jordi amat pemain paling berpengalaman di timnas sdh bnyak melalang di klub eropa tapi mainnya masih panikan..,jordi main alam timnas lalang klub eropa main panik,Positif,0.03463894,0.1357644,0.82959664
"@panditfootball Bisa, bila mainnya hati2. Pemain timnas masih sering salah posisi, dan build upnya kurang rapi.",main hati main timnas salah posisi build upnya rapi,Positif,0.11528156,0.33593798,0.5487805
Anjir di pemain timnas nervous apa gimana ga tenang banget mainnya,anjir main timnas nervous tenang banget main,Positif,0.03218407,0.169413,0.79840285
"Padahal Jepang mainnya jg ga bagus2 amat di Asian cup ini, tp timnas kita jg udah mentok.",jepang main bagus asi cup timnas mentok,Positif,0.0074309516,0.07144348,0.9211256
#TimnasDay timnas mainnya long ball terus. Panik kah liat lawannya?,timnas main long ball panik kah lihat lawan,Positif,0.39020932,0.20507288,0.40471777
@idextratime @bliblidotcom Pemain timnas kudu disetel vidio kekejaman jaman romusha biar all out mainnya. Eh tapi banyak pemaen keturunan belandanya 😭,main timnas kudu setel vidio kejam jaman romusha all out main eh pemaen turun belanda,Positif,0.28188145,0.23718964,0.4809289
Kapan ya timnas punya pemain no 10 yang bagus mainnya   #timnasday,timnas main no bagus main,Positif,0.019730844,0.1354744,0.8447948
"Sudah lama tdk pernah nnton Timnas main, selama ini cuman liat berita lewat twitter kalau Timnas skrng mainnya kelas banget. Baru 14 menit main sy cuman mau bilang Indonesia gila banget skrng mainnya. Enak aja nntonya mana backnya pada solid bnget. Shin Tae Yong, you really class",tonton timnas main cuman lihat berita twitter timnas main kelas banget menit main cuman indonesia gila banget main enak nntonya backnya solid banget shin tae yong you really class,Positif,0.002047834,0.06409701,0.9338552
10/11 pemain starting jepang mainnya di liga utama eropa. Semoga dekade depan timnas udah bisa kekgini juga,main starting jepang main liga utama eropa moga dekade timnas kayak begini,Positif,0.3075385,0.26369599,0.42876554
