full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
Bjirrr ini timnas mainnya enak banget di liat coyyy,bjirrr timnas main enak banget lihat coy,Positif,0.0009452956,0.03086892,0.96818584
Timnas bagus bgt mainnya..,timnas bagus banget main,Positif,0.0027513455,0.06334621,0.93390244
@idextratime @bliblidotcom lebih enak mainnya timnas timbang barca,enak main timnas timbang barca,Positif,0.023279142,0.11822546,0.8584955
ASLIII KEREN MAINNYA TIMNAS,asli keren main timnas,Positif,0.14137612,0.22132564,0.6372982
"KEREN BGT TIMNAS INDONESIA MAINNYA, WALAUPUN NANTI KALAH GA BAKAL KECEWA DEH DENGAN PERMAINANNYA 🇮🇩🔥💥👊🏻",keren banget timnas indonesia main kalah kecewa deh main,Positif,0.0097229825,0.11984748,0.8704295
Ini timnas mainnya keren banget untuk 10 menit awal kaya bukan peringkat 142 😭😭😭,timnas main keren banget menit kayak peringkat,Negatif,0.028528567,0.6502563,0.3212151
"Baru ini secara ga sengaja nonton timnas main. Bisa dipastikan klo isinya pemain yg main di liga siji, visi mainnya ga bisa kayak begini",sengaja tonton timnas main isi main main liga siji visi main kayak,Positif,0.11557207,0.43919832,0.44522962
Ya Allah ini beneran timnas Indonesia? Kelas bgt mainnya 😭,allah timnas indonesia kelas banget main,Positif,0.14032117,0.29978946,0.55988944
Serius ini Timnas Indonesia yang main? Cakep njir mainnya😭❤️ #TimnasDay,serius timnas indonesia main cakep anjir main,Negatif,0.144181,0.6173252,0.23849379
Bagus bener Timnas mainnya 10 menit awal ini.,bagus timnas main menit,Negatif,0.042292103,0.79738057,0.1603273
ga pernah selama nonton timnas mainnya kaya gini gilaaaa keren anjinggg,tonton timnas main kayak gila keren anjinggg,Positif,0.25215137,0.30808783,0.4397608
ini timnas mainnya bagus banget coy,timnas main bagus banget coy,Positif,0.0065663056,0.0977363,0.8956975
Bagus nih timnas mainnya,bagus timnas main,Positif,0.063840196,0.36729535,0.56886446
sedap betul mainnya ni timnas,sedap main timnas,Positif,0.24271505,0.36977893,0.38750604
WOY TIMNAS KEREN BGT INI MAINNYA GILA,woy timnas keren banget main gila,Negatif,0.0050854348,0.83864754,0.15626708
#timnas mainnya tiba2 kayak liga inggris gini?,main kayak liga inggris,Negatif,0.14076121,0.6189129,0.24032596
Asik nih mainnya timnas,asik main timnas,Positif,0.24273264,0.31163663,0.44563082
Suka banget sama mainnya timnas kali ini cuyyy 🫶🏼😭🫶🏼,suka banget main timnas kali cuy,Positif,0.00085350027,0.029184857,0.9699617
"Sumpah, gila timnas Indonesia. Mainnya kaya tim Eropa 🔥🔥🔥",sumpah gila timnas indonesia main kayak tim eropa,Negatif,0.13597177,0.6926848,0.17134337
Timnas Indonesia mainnya keren,timnas indonesia main keren,Positif,0.25738758,0.27232862,0.47028384
Berani bgt timnas mainnya gokil dah,berani banget timnas main gila deh,Negatif,0.0009183634,0.9478345,0.05124721
gasalah ini mainnya timnas? keren bgt cu🔥🔥,enggak salah main timnas keren banget cu,Positif,0.009814918,0.08512726,0.9050579
Timnas mainnya lebih bagus dari Roma-nya Jose Mourinho 🥹🙏,timnas main bagus roma jose mourinho,Positif,0.027170977,0.11823911,0.8545899
terlepas hasilnya mainnya udah level up sih emang timnas,lepas hasil main level up timnas,Positif,0.35905784,0.23269126,0.4082509
ancikk enak bgt mainnya timnas di awal ini,ancikk enak banget main timnas,Positif,0.0011161321,0.03181951,0.9670643
Tumben mainnya timnas keren macam Chelsea ku lihat-lihat,tumben main timnas keren chelsea ku lihatlihat,Positif,0.19321014,0.33445027,0.47233963
gokil timnas mainnya,gila timnas main,Negatif,0.036677726,0.8118874,0.1514349
INI TIMNAS APA ARGENTINA MAINNYA KERENN GINII👊🏻,timnas argentina main keren,Negatif,0.0564368,0.6322922,0.311271
Ini beneran timnas indonesia ya? Lawan Australia kan? Gila bgt mainnya cantik 🥹,timnas indonesia lawan australia gila banget main cantik,Negatif,0.10440244,0.56829953,0.32729802
"ini bukan timnas Indonesia yang kukenal euy, mainnya bisa bagus gini. the power of Shin Tae-Yong ini mah!",timnas indonesia kenal euy main bagus the power of shin taeyong mah,Positif,0.04079521,0.15603237,0.80317247
cakep banget kamu timnas malam ini mainnya,cakep banget timnas malam main,Positif,0.00944416,0.17649288,0.81406295
DEMI APAPUN TIMNAS MAINNYA KEREN BGT BJIR https://t.co/rxHg6CC4Gb,timnas main keren banget bjir,Positif,0.014755911,0.14505333,0.8401907
@kitkatsorbet ANJIR LU JANGAN GITU LIAT MAINNYA TIMNAS KEREN,anjir lu lihat main timnas keren,Negatif,0.0037305332,0.9717586,0.024510846
Keren gini mainnya timnas,keren main timnas,Positif,0.16531135,0.23561968,0.599069
TIMNAS BAGUS BANGET MAINNYA DI AWAL BABAK PERTAMA 😭😭😭😭😭,timnas bagus banget main babak,Positif,0.004375656,0.20707123,0.7885532
NJIRR LEO/DANIEL &amp  TIMNAS MAINNYA BARENG. INI GW HARUS NONTON YANG  MANA???!!! 😭😭😭,anjir leodaniel timnas main bareng gue tonton,Negatif,0.035698164,0.8151976,0.14910427
Gokil Timnas enak banget ini mainnya👏,gila timnas enak banget main,Positif,0.006562036,0.1265649,0.866873
"@Vouxierist Udah bro cepet, keren banget timnas mainnya",bro cepat keren banget timnas main,Positif,0.01281437,0.11737561,0.86981004
Timnas bagus bgt cok mainnya! Pertahankan.,timnas bagus banget cok main tahan,Positif,0.0013572999,0.03768904,0.9609537
keren gini timnas mainnya 🔥😍,keren timnas main,Positif,0.114432916,0.28783247,0.5977346
Terharu gue liat Timnas mainnya cukup rapih. Gak takut buat rebut bola dari pemain Aussie 🥲🥲  NGELAWAAANNNN 🔥🔥  #AsianCup2023,haru gue lihat timnas main rapi takut rebut bola main aussie ngelawaaannnn,Negatif,0.17129809,0.45415184,0.37455
cakep kali timnas mainnya di 5 menit pertama,cakep kali timnas main menit,Negatif,0.07885477,0.7978314,0.123313785
@idextratime @bliblidotcom Ngacooo keren parah mainnya begini Timnas,ngacooo keren parah main timnas,Negatif,0.0040942403,0.96895605,0.02694972
"iyh gtu trus pls mainnya, bgusss bintang kejora buat timnas 😭🫵🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻",iya pls main bgusss bintang kejora timnas,Negatif,0.16884293,0.5923738,0.23878324
"TOLONG SEMUANYA MAINNYA YG BENER, jantungku ga kuat kalo kalian ngablu  leoniel menang, timnas menang, AAMIINNNNN https://t.co/0hxvpuJRnZ",tolong main jantung kuat ngablu leoniel menang timnas menang aamiinnnnn,Netral,0.49750978,0.2799783,0.22251187
"#AsianCup2023 awas aje ye luh kalo pattynama kurang maksimal mainnya jangan di hujat, kan ini yg kalian mau   Yuk bisa yuk timnas semangat optimis menang 🇮🇩",awas ye lu pattynama maksimal main hujat yuk yuk timnas semangat optimis menang,Negatif,0.03068734,0.8692243,0.100088425
@matchalvrss__ Klo begini mah timnas makin semangat mainnya #PRBWDukungTimnas ApresiasiPrRBw TmnasCtakSjrh,mah timnas semangat main apresiasiprrbw tmnasctaksjrh,Negatif,0.22350587,0.47319987,0.30329424
"ngaret gini timnas mainnya woe, apa gua salah liat jam ya?",ngaret timnas main woe gua salah lihat jam,Negatif,0.06544615,0.86009306,0.07446076
leonil sm timnas indo mainnya barengan fix 🙂,leonil timnas indonesia main bareng fix,Positif,0.2731351,0.27624696,0.45061794
@FT_IDN Ini line up terbaik timnas. Semoga mainnya lebih tenang dan solid.,idn line up timnas moga main tenang solid,Positif,0.1676525,0.23035257,0.60199493
Kayaknya inimah Leo/Niel sama Timnas mainnya barengan ini:))),kayak inimah leoniel timnas main bareng,Positif,0.3501666,0.2695185,0.38031495
duh ini leoniel bisa bareng timnas mainnya. 🙂,duh leoniel bareng timnas main,Negatif,0.03284623,0.8535855,0.11356825
@Miss_Thena66 Klo begini mah timnas makin semangat mainnya #PRBWDukungTimnas ApresiasiPrRBw TmnasCtakSjrh,thena mah timnas semangat main apresiasiprrbw tmnasctaksjrh,Negatif,0.21395056,0.49706224,0.28898722
"vs Australia, harusnya Timnas mainnya lebih lepas daripada pas vs Jepang. Sebab ini udah babak KO, nasib ya ditentuin diri sendiri. Gbs berharap sama tim lain, dan gbs juga cemas akan hasil tim lain.  It’s us against us tonight, give your best no matter what! 🦅🇮🇩  #AsianCup2023",vs australia timnas main lepas pas vs jepang babak nasib ditentuin enggak bisa harap tim enggak bisa cemas hasil tim its us against us tonight give your best no matter what,Positif,0.1403101,0.36703295,0.49265695
"Semalem di FA Cup Maidstone Utd tim non league, semi pro bisa ngalahin Ipswich Town tim papan atas div 2. Berharap Timnas vs Australia mainnya bisa sama semangatnya ky Maidstone. Kuncinya defense disiplin, kiper on fire, dan serangan balik efektif. #AsianCup2023 #TimnasDay 🇮🇩",semalem fa cup maidstone utd tim non league semi pro kalah ipswich town tim papan div harap timnas vs australia main semangat kaya maidstone kunci defense disiplin kiper on fire serang efektif,Positif,0.3797333,0.212567,0.40769964
jadwal timnas mainnya knp brg final badminton dah😭😭,jadwal timnas main bareng final badminton deh,Positif,0.006870366,0.08426983,0.90885985
"@MelodyUnited Bayindir sih, karena indo mainnya awal jadi ya nonton timnas manyala abangku 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥",bayindir indonesia main tonton timnas manyala abang,Positif,0.29175872,0.25822285,0.45001832
"@kikysaputrii Ini sih gak niat ngasih mbak. Diturunin dikit lah. Kalau Timnas bisa tahan Ostrali sampai perpanjangan waktu saja lah, aturan mainnya.",niat asih mbak diturunin dikit timnas tahan ostrali atur main,Negatif,0.09118118,0.70471805,0.20410073
@BadmintonTalk Tolong buat tunggal putri sama ngabtonsen dipercepat mainnya. Takut bentrok sama timnas 😅,tolong tunggal putri ngabtonsen cepat main takut bentrok timnas,Positif,0.22932649,0.2503038,0.5203697
@darjofess Emang kapan si timnas mainnya?,timnas main,Negatif,0.05174155,0.5215724,0.42668608
"@Stropsabitabit gara2 nonton timnas spanyol taun kapan ya pokoknya yg midfieldersnya gacor. ada xabi, xavi, iniesta, silva nah gue plg seneng liat fabregas main. mana muda banget udah sejago itu &amp  dia main di arsenal. sampe sekarang jd suka arsenal walau ga byk tropi soalnya seru cara mainnya https://t.co/tUTljz2MBT",gara-gara tonton timnas spanyol pokok midfieldersnya gacor xabi xavi iniesta silva gue pulang senang lihat fabregas main muda banget jago main arsenal suka arsenal tropi seru main,Positif,0.001679092,0.045918528,0.9524024
"Gak muluk2. Liat timnas bisa solid mainnya, plus gak kebobolan lebih dari waktu lawan jepang aja udah cukup sih",muluk lihat timnas solid main plus bobol lawan jepang,Positif,0.32876322,0.23436318,0.43687358
"@AFC_Jubir Senoga #timnas mainnya bagus, dan STY kontraknya diperpanjang",jubir senoga main bagus sty kontrak,Positif,0.018309593,0.10056704,0.88112336
Yang Hongseok bagus banget mainnya. Dia masuk Timnas gak sih? https://t.co/8Z9XQuQboP,hongseok bagus banget main masuk timnas,Positif,0.0010269727,0.03628236,0.96269065
@SiaranBolaLive Mainnya macem timnas indonesia sblm era sty,main timnas indonesia era sty,Positif,0.34257004,0.25143665,0.4059933
"Sy kok punya keyakinan besar utk timnas nanti malem, harusnya mainnya nyantai ya tanpa beban",timnas malam main nyantai beban,Netral,0.45133996,0.32808322,0.22057687
"@theflankerID sebenernya lebih ngeri lawan Australi yang ga terlalu pressing gini mainnya, karena Timnas sejauh ini secara taktikal selalu counter strat lawan dan pertahanan timnas sangat rawan ditembus karena bakal terciptanya ruang antar lini yang dimanfaatkan kecepatan lawan 👀",ngeri lawan australi pressing main timnas taktikal counter strat lawan tahan timnas rawan tembus cipta ruang lini manfaat cepat lawan,Positif,0.27913854,0.32829738,0.39256406
@Goldmind_82 @persebayaupdate Mestine kan yo buanggaa yo ono pemain e sing iso kiprah nang timnas opo maneh dikelilingi pemain2 naturalisasi iki nando Lokal pret sing termasuk sukses tembus Tim utama di era STY. Tim media persebaya kurang jauh mainnya Dan gak greget sama sekali disaat org lagi demam AFC 2024,mestine buanggaa sono main sing iso kiprah nang timnas opo maneh keliling main naturalisasi iki nando lokal pret sing masuk sukses tembus tim utama era sty tim media baya main greget orang demam afc,Netral,0.38656288,0.27444574,0.3389913
Timnas day!! Bodo amat resultnya yg penting semangat mainnya.,timnas day bodo resultnya semangat main,Negatif,0.045838613,0.75606924,0.19809212
"@PorosHalangID Orang di rekrut main bagus di timnas ini onani dahlah, kebantu bek inter dulu sama pas di ajax gaya mainnya ga kayak epl jadi ya keliahatannya mewah pas di epl 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡",orang rekrut main bagus timnas onani dah bantu bek inter pas ajax gaya main kayak epl keliahatannya mewah pas epl,Negatif,0.12746727,0.47730365,0.3952291
@VIVAcoid trus percaya kemarin ujan²an main bola mau semangati timnas ?  mainnya sudah sangat kotor ini 😪,percaya kemarin ujanan main bola semangat timnas main kotor,Positif,0.30707577,0.2891645,0.40375972
"@GOAL_ID Yang bikin heran, timnas palestina itu kalo TC timnasnya buat Asia Cup dimana ya? Kok mainnya bisa jago bgt sampe lolos 16 besar loh. Padahal negaranya lagi konflik, liganya berhenti, apalagi pembinaannya kayaknya malah ga sempat. Gitu gimana ya🤔",id heran timnas palestina tc timnasnya asia cup main jago banget lolos negara konflik liga henti bina kayak,Negatif,0.0011581325,0.9902147,0.008627181
"@barcastuff_idn Kalo gini mainnya, lawan timnas indonesia sekarang bisa bisa kalah juga sama indonesia",idn main lawan timnas indonesia kalah indonesia,Negatif,0.30175018,0.35184968,0.34640014
"@idextratime @bliblidotcom Bagi gw mah lolos 16 besar udah cukup banget utk saat ini, cuman berharap aja timnas mainnya nothing to lose apapun hasilnya nanti",gue mah lolos banget cuman harap timnas main nothing lose hasil,Negatif,0.00039424023,0.9943336,0.005272143
"@zegori_ STY Stay !!  Alhamdulillah Timnas Indonesia bisa lolos 16 besar walaupun harus menunggu di injury time 😭kesempatan ini Wajib dimaksimalkan, mainnya harus lebih semangat lagi, apapun hasilnya yg penting udah berusaha.. semoga bisa lanjut ke 8 besar",sty stay alhamdulillah timnas indonesia lolos tunggu injury time wajib maksimal main semangat hasil usaha moga,Negatif,0.24109016,0.547487,0.21142276
"Menurut Pratama Arhan, persiapan timnas Indonesia sudah cukup baik dan siap memberikan perlawanan sengit untuk Australia di babak 16 besar Piala Asia 2023. Tunggu tanggal mainnya besok! 🇮🇩🇦🇺 #AsianCup2023 https://t.co/6Mv9nabE0X",pratama arhan timnas indonesia lawan sengit australia babak piala asia tunggu tanggal main besok,Negatif,0.24986951,0.5186591,0.23147137
"Menurut Pratama Arhan, persiapan timnas Indonesia sudah cukup baik dan siap memberikan perlawanan sengit untuk Australia di babak 16 besar Piala Asia 2023. Tunggu tanggal mainnya besok! 🇮🇩🇦🇺 #AsianCup2023 https://t.co/7Y35vJjCuC",pratama arhan timnas indonesia lawan sengit australia babak piala asia tunggu tanggal main besok,Negatif,0.24986951,0.5186591,0.23147137
"@medioclubID Keknya kalopun timnas sampe juara tetep aja dinyinyirin. Apaan difinal gitu doang ga banget mainnya, coba lihat manchester city enak bgt mainnya sampe bisa juara UCL. STY mana bisaaa~~~""""",kayak timnas juara dinyinyirin final doang banget main coba lihat manchester city enak banget main juara ucl sty,Positif,0.0008313616,0.03997059,0.95919806
"@utdfocusid @bliblidotcom Dia berharapnya mainnya timnas ni kek city kali ya, apa dia nggak nonton pemain passing 5 meter aja gabisa terus nyalahin pelatih?",harap main timnas kayak city kali tonton main passing meter enggak bisa salah latih,Positif,0.33684877,0.2602521,0.40289918
"@utdfocusid @bliblidotcom Pikir dia timnas kita mainnya wajib kayak barca eranya pep guardiola, main tiki taka futball 90% ball posession , EMG GOBLOKK DIA MAH",pikir timnas main wajib kayak barca era pep guardiola main tik taka futball ball posession goblokk mah,Positif,0.28131664,0.35002333,0.36865997
"anjing si towel kocok ini maunya apa, kasi aku satu pelatih lokal pret yg bisa bawak timnas sejauh skrg dan semenarik skrg gameplaynya. kau bandingkan aja sendiri cmn mainnya bbrp tahun lalu yg cuman ngandelin longball abistu ilang bola",anjing towel kocok kasih latih lokal pret bawa timnas tarik gameplaynya kau banding cuman main cuman ngandelin longball abistu hilang bola,Negatif,0.011870934,0.93688965,0.0512394
"@TioFarizki @FaktaSepakbola Selama nggak menghujat semua orang bebas beropini. Emangnya menurut ente Egy/Witan mainnya udah bagus? Wajar lah mempertanyakan keputusan pelatih. Pro kontra tuh biasa. Bukan timnas doang, klub mana pun fansnya juga sering kritik.",hujat orang bebas opini ente egywitan main bagus wajar putus latih pro kontra timnas doang klub fansnya kritik,Positif,0.07881316,0.40803444,0.5131524
@garagarabola_ Australia tdk secepat dan sekuat pemain jepang moga timnas bisa lbh lepas mainnya,australia cepat kuat main jepang moga timnas lepas main,Positif,0.08746174,0.19912678,0.71341145
"Agenda atau nggak, yang jelas sekarang timnas mainnya lebih bagus daripada era-era sebelumnya walau belum stabil. Kekurangan sdm. Cuman yah... liga lokalnya aja keok sama liga filipina mau gimana cari pemain yg bagus? Naturalisasi pun pemain standar di liga luar sana",agenda timnas main bagus eraera stabil sdm cuman liga lokal keok liga filipina cari main bagus naturalisasi main standar liga,Positif,0.026266864,0.21585779,0.7578754
@SiaranBolaLive Cakep bener mainnya. Timnas harus bs serileks ini mainnya nanti lawan Australia. Pertahankan bola selama mungkin. Atur tempo. Kita pasti bisa ✊,cakep main timnas rileks main lawan australia tahan bola atur tempo,Positif,0.26560894,0.23359281,0.5007983
"@PedesCilor @idextratime Iya supporter irak sj sempat diam pas 1-1,kalau jepang kt berhasil menahan serangan bisa lebih 5 gol itu kalau Timnas mainnya jelek..makanya posisi Timnas Masih ada di 3 terbaik..bukan karena giveaway Timnas lolos 16 besar",iya supporter irak diam pas jepang hasil tahan serang gol timnas main jelekmakanya posisi timnas terbaikbukan giveaway timnas lolos,Negatif,0.2128804,0.53004414,0.2570755
"@Justanopinion26 @SubacEverywhere @SiaranBolaLive Sy orang awam bola setahu Sy timnas jadul mainnya dari belakang langsung long Ball ke depan. Jarang mau pegang bola. Sy lihat di era STY dia terapkan main main pendek, enak gitu. Itu gol marselino berawal dari intersep Arhan. Yg disebut filosofi towel Gimana",orang awam bola timnas jadul main langsung long ball jarang pegang bola lihat era sty terap main main pendek enak gol marselino intersep arhan filosofi towel,Positif,0.014683647,0.24882442,0.736492
"🧑‍🏫 …. Tapi udah bagus timnas mainnya. Udah capai target juga kan 16 besar piala asia. Apalagi yang musti dikritik?""  🧑‍🦲 ""Aah kontrakmu untuk negative speech masih sampe Juni, ayo cari lagi celahnya""  ----------------  Emang susah ya bung jadi komentator bola kalo perut lapar 🤣""",bagus timnas main capai target piala asia musti kritik aah kontrak negative speech juni ayo cari celah susah komentator bola perut lapar,Negatif,0.08345743,0.660152,0.2563905
"@SiaranBolaLive Perasaan ni anak selalu langganan masuk timnas ya, tapi aneh banget mainnya kemarin, bola lepas muluk",asa anak langgan masuk timnas aneh banget main kemarin bola lepas muluk,Negatif,0.031426765,0.7099091,0.2586642
"@PENJUALMIRAZ @Indostransfer Tapi jujur ya,  Arhan itu kayak jimat pembawa keberuntungan karena kemampuan lemparannya.  Semenjak dia masuk timnas, sejelek apa pun mainnya timnas kalau dapet momen lemparan ke dalam kayak ada harapan buat goal gitu wkwk.",jujur arhan kayak jimat bawa untung lempar semenjak masuk timnas jelek main timnas momen lempar kayak harap goal wkwk,Negatif,0.09622004,0.7618553,0.14192466
"Bukan soal kalahnya. Lebih ke SDM. Lihat Thailand mainnya sudah kayak paham taktik dan strategi, dan kompak. Lha pemain Timnas, lihat kurang paham memahami taktik. Kurang kompak nyerang dan bertahannya. Koreksi Timnas U-20.  Mental tandang wajib sering di asah.   #Semangat #PSSI",kalah sdm lihat thailand main kayak paham taktik strategi kompak main timnas lihat paham paham taktik kompak serang tahan koreksi timnas mental tandang wajib asah,Negatif,0.04541168,0.8485015,0.106086865
"@rantkenz @garagarabola_ Bener juga sih yg ini Dulu tiap nonton timnas selalu berharap aja bisa menang tp yauda sekedar berharap dan doain yg terbaik. Tapi kita dalem hati tau, pasti timnas ya gitu ga mungkin menang dan mainnya monoton gitu2 aja..  Sejak sty, selalu yakin Indonesia bisa bikin kejutan wkw",tonton timnas harap menang yauda dar harap doain dalem hati timnas menang main monoton sty indonesia kejut wkw,Netral,0.48103878,0.22520907,0.29375222
@asdgfhjklmn @SiaranBolaLive syamsir kalo ga salah dulu lumayan bagus mainnya. sempat digadang2 jadi calon bintang masa depan timnas senior. eh tiba2 dia ngilang  dan malah jadi presenter padahal umurnya masih sangat muda,syamsir salah lumayan bagus main gadang calon bintang timnas senior eh hilang presenter umur muda,Positif,0.06883382,0.18521878,0.74594736
"@Indostransfer Yanto sbnarnya dri dulu pngen liat di timnas lg. dari dia di persib, mskipun aff disoroti krn blunder, tp suka bgt sma pemain ini. tinggi 183, balance bagus, ditambah klo udh diprcya di liga thailand yg skrg brati emang top mainnya. dia dlu sring masuk line up terbaik mingguan jg",yanto pengin lihat timnas persib mskipun aff sorot blunder suka banget main balance bagus diprcya liga thailand brati top main sring masuk line up minggu,Positif,0.004038136,0.31276533,0.6831966
"@medioclubID Dia pengen timnas mainnya kaya Barcelona era 2009-2013, ini decul emang rada-rada. Dia ga bakal ngerti esensinya dukung tim medioker",pengin timnas main kayak barcelona era decul radarada erti esensi dukung tim medioker,Negatif,0.016035108,0.93944615,0.04451868
"Ngga bagus mainnya, kaya orang bingung, ngga ngerti gw kenapa bisa masuk timnas, no 10 pula 😅",bagus main kayak orang bingung erti gue masuk timnas no,Negatif,0.020646444,0.8361841,0.14316942
"@indosupporter ini keknya perlu diganti pelatihnya, kalo mainnya dan taktikal kyk gini mah boro2 deketin permainan timnas senior",kayak ganti latih main taktikal kayak mah boro main timnas senior,Negatif,0.011097697,0.9505752,0.038327128
@SiaranBolaLive Dari timnas U-16 sampe sekarang masuk U-20 ini pemain mainnya masih kebingungan.,timnas masuk main main bingung,Positif,0.19702215,0.37031013,0.4326678
"@SiaranBolaLive Nih orang misal Indonesia lolos 8 besar, sekali pun menang lawan Australia lewat adu penalti dia akan tetap jadi pengamat haters, dia pengen mainnya timnas ala Barcelona.. Seharusnya orang kayak gini STOP kasih panggung, ntar sepi gak ada job biar dia ngemis-ngemis ke stasiun TV",orang indonesia lolos menang lawan australia adu penalti haters pengin main timnas ala barcelona orang kayak stop kasih panggung entar sepi job ngemisngemis stasiun tv,Negatif,0.003349989,0.9849989,0.011651093
"Ini timnas U-20 keliatan banget posessionnya mendominasi Thailand, eh malah kalah 😅 thailand santai aja mainnya.. ngk grusak grusuk tpi jelas visinya. Timnas tiap depan gawang bingung mau diapain bolanya.. Ji Da Bin banyak blunder 🥲",timnas lihat banget posessionnya dominasi thailand eh kalah thailand santai main grusak grusuk visi timnas gawang bingung bola ji bin blunder,Positif,0.01793741,0.25048983,0.7315728
timnas yg ini beda ya mainnya kalo diliat 😂,timnas beda main lihat,Positif,0.27199578,0.2622279,0.46577635
"@kurawa Ga paham main bola bicara main bola... Tim nas main masih kayak tarkam mau main di piala dunia, ..ngimpi lu  kelamaan...bangun woi...lihat tuh mainnya Timnas vs Thailand...baru koment. ...!",paham main bola bicara main bola tim nas main kayak tarkam main piala dunia mimpi lu kelamaanbangun woilihat main timnas vs thailandbaru komentar,Negatif,0.015840987,0.93309367,0.05106535
timnas u 20 mainnya kyak,timnas main kayak,Negatif,0.09413033,0.53793067,0.367939
"Busuk mainnya timnas U20, anehnya kok pelatihnya Indra S masih dipertahankan, seperti melihat timnas tahun 2000 an",busuk main timnas aneh latih indra tahan lihat timnas an,Negatif,0.0015371974,0.99232614,0.0061367163
Timnas U20 mainnya jelek banget,timnas main jelek banget,Negatif,0.00046274133,0.98999107,0.009546253
"@PokoknyaItuDahh @FT_IDN Bener ini. Emang bikin emosi bgt 2 orang ini. STY berhasil balikin animo suporter timnas dg penuh gairah lg setelah sebelumnya males nonton krn mainnya lemes, long ball trus, pemain itu2 aja dan kalahan!",idn emosi banget orang sty hasil balikin animo suporter timnas penuh gairah malas tonton main lemes long ball main kalah,Negatif,0.010637384,0.9342414,0.05512114
"@reddroopyeyes @PokoknyaItuDahh @FT_IDN Moriyasu waktu awal² di Jepang itu masih bapuk utk ukuran timnas papan atas Asia kek Jepang. cuma menang 1-0 lawan tim yang ga begitu kek Vietnam (itupun karena pinalti), mainnya lumayan jelek di fase grup sampai KO stage",idn moriyasu jepang bapuk ukur timnas papan asia kayak jepang menang lawan tim kayak vietnam pinalti main lumayan jelek fase grup stage,Negatif,0.09697528,0.76021737,0.14280738
"Keren banget Timnas U20 mainnya. Sepakbola modern, ga ada lagi crossing2 melambung ga jelas",keren banget timnas main sepakbola modern crossing lambung,Positif,0.0006961714,0.027675612,0.97162825
Kemarin liat timnas senior mainnya keren passing bener sekarang liat u20 mainnya bego tai ancur ancuran passing gak ada yang bener semua bego,kemarin lihat timnas senior main keren passing lihat main bego tahi hancur ancuran passing bego,Negatif,0.009682926,0.9486694,0.041647706
"Timnas Indonesia U20 ini mainnya bagus banget lho, Thailand ga dikasih nyerang sama sekali.",timnas indonesia main bagus banget lho thailand kasih serang,Positif,0.014300356,0.17800875,0.807691
bagus anjir mainnya timnas u20,bagus anjir main timnas,Negatif,0.005136823,0.9696749,0.02518826
jadi dulu pas gua kecil gua pernah ga sengaja nonton timnas kyrgyztan main. pas itu gua liat ini timnas kyrgyztan mainnya bagus banget. semenjak itu gua jadi suka sepak bola dan gua jadi fans timnas kyrgyztan,pas gua gua sengaja tonton timnas kyrgyztan main pas gua lihat timnas kyrgyztan main bagus banget semenjak gua suka sepak bola gua fan timnas kyrgyztan,Negatif,0.0029596167,0.96395516,0.03308515
Timnas Indonesia U20 ini mainnya asyik banget.,timnas indonesia main asyik banget,Positif,0.02691948,0.19333716,0.7797434
"Timnas U20 mainnya jago banget, Thailand gak di kasih pegang bola 😭",timnas main jago banget thailand kasih pegang bola,Negatif,0.05278615,0.78883106,0.15838277
"No 11 nya Timnas Indonesia U20 bagus mainnya, kalau bisa improve terus mungkin bakal dipanggil ke tim senior dalam waktu dekat apalagi timnas lagi butuh striker  #TimnasDay #TimnasIndonesia",no timnas indonesia bagus main improve panggil tim senior timnas butuh striker,Positif,0.09590682,0.20604911,0.69804406
"liat afrizal dari debut ampe skrg performa nya konsisten bener dah di u20, enak bat mainnya, build up timnas jdi mulus karena dia naik turun posisi kiri",lihat afrizal debut performa konsisten deh enak banget main build up timnas mulus turun posisi kiri,Positif,0.00031073173,0.019500276,0.9801891
Timnas u20 rapi bener mainnya,timnas rapi main,Positif,0.082534045,0.4043253,0.5131407
@idextratime ETI lu ga nonton timnas u-20? cakep juga mainnya mereka,eti lu tonton timnas cakep main,Negatif,0.01303522,0.9272713,0.05969351
@KABAR_CHELSEA Yang penting depannya efektif kaya kemarin. Sterling harus ubah gaya mainnya kaya kemarin. Gak usah egois lagi. Toh demi kebaikan dia juga. Sebentar lagi euro. Kalo konsisten pasti bakal dipanggil timnas lagi,chelsea efektif kayak kemarin sterling ubah gaya main kayak kemarin egois sebentar euro konsisten panggil timnas,Negatif,0.06428141,0.8005858,0.13513273
"bulan maret udh WCQ round 2 loh di indo kalau rumput gbk masih gitu jelek bikin malu aja anjir, percuma stadium besar tapi mengelola rumput aja gabener.   tolong nanti maret timnas mainnya jangan mau di gbk rumput jelek parah, nonton timnas bayar tp klo rumput jelek ya rugi anjir",maret wcq round indonesia rumput gbk jelek malu anjir stadium kelola rumput gabener tolong maret timnas main gbk rumput jelek parah tonton timnas bayar rumput jelek rugi anjir,Negatif,0.0021339322,0.9843627,0.013503379
