full_text,topic,processed,predicted_label,predicted_probability
@ohmybeautybank Aku st normal to oily enak sih pake moist cosrx ini kerasa lembab. Tapi di aku ada sensasi 'gerah' habis pake nya. Harus ditunggu beberapa menit dulu. Kalo efek menurutku ya bikin lembab dan nggak bikin beruntusan. Nggak ada efek wah gimana gitu,3,st normal oily enak pakai memoist cosrx lembab sensasi gerah habis pakai tungu menit efek iya lembab tidak_beruntus tidak_efek,Positif,[0.6929735]
@ohmybeautybank aku pake moist cosrx ini udah hampir 6 bulan kalo berdasarkan fungsi ya ya buat ngelembab in dapet tp buat iklim di indo yg panas dan gerah kalopake ini kebanyakan baklan bikin makin oily. tp kalo pake sedikit dan tipis aja mantep bgt dehh intinya jangan kebanyakan pake aja,1,pakai memoist cosrx dasar fungsi iya iya lembab iklim indonesia panas gerah kalopake banya baklan oily pakai tipis mantap banget deh inti jangan_banya pakai,Positif,[0.97482955]
@ohmybeautybank b ajaa nderr sebatas ngelembabin cumaa emang dulu sebelum pake moist cosrx ini mukakku dry abiss sampe ngelopek. setahun pake ini aku kayaknya udah bisa lepas moist kalo lagi gerah bgt biar ga keliatan berminyak,2,dar batas lembab belum_pakai memoist cosrx muka dry habis lopek pakai kayak lepas memoist gerah banget tidak_lihat minyak,Negatif,[0.6419439]
@ohmybeautybank Aku pake moist cosrx juga nder..bagus dikulitku yang oily. Jangan kebanyakan ya pakenya..soalnya kalo kebanyakan malah bikin berat diwajah,4,pakai memoist cosrx nderbagus kulit oily jangan_banya iya pakenyasoalnya banya berat wajah,Positif,[0.7103309]
@ohmybeautybank Mnurut aku moist cosrx ini b aja si ga yg wah,3,mnurut memoist cosrx tidak,Positif,[0.55607206]
@ohmybeautybank Aku cocok bgt pake moist cosrx ini benerin skin barier dan bruntusan efek laser co2 wajah jd lembab dan halus dan cocok bgt di combo sm ssnya,3,cocok banget pakai memoist cosrx benar sk barier bruntus efek laser cowok wajah lembab halus cocok banget combo snya,Positif,[0.98808706]
@ohmybeautybank Aku pake moist cosrx ini dari jaman SMA dulu sampe sekarang hasilnya muka ku glowing jarang banget jerawatan. semua skincareku pake cosrx btw,2,pakai memoist cosrx jaman hasil memuka-muka ku glowing jarang banget jerawat skincareku pakai cosrx btw,Positif,[0.9656511]
@ohmybeautybank baguss bgt pliss dulu sebelum pake moist cosrx ini sering bruntusan skrg udah ga pernah bruntusan lagi trus jerawat juga jarang muncul kecuali pas mau haid aja,2,bagus banget plis belum_pakai memoist cosrx bruntus tidak_bruntus jerawat jarang muncul kecuali pas haid,Positif,[0.691042]
@ohmybeautybank BAGUSSS bangettt aku gapernah nemu moist yg cocok terus iseng beli moist cosrx ini Alhamdulillah cocok,4,bagus banget enggak pernah mene memoist cocok iseng beli memoist cosrx alhamdul cocok,Positif,[0.983289]
@ohmybeautybank calming jerawatku inii moist cosrx + fw nya jg yg salicylic acid,1,calming jerawat memoist cosrx fw salicylic acid,Positif,[0.9404276]
@ohmybeautybank aku dulu pake moist cosrx ini nder. st oily bagus buat repair (?) tapi kalo muka udah normal trus makenya pagi kok agak sumuk gitu... kalo make malem sih gapapa di aku. 1 pump aja udah kebanyakan di muka,3,pakai memoist cosrx dar st oily bagus repair memuka-muka normal memake pagi sumuk pakai malam gapapa pump banya memuka-muka,Positif,[0.562183]
@ohmybeautybank st ku combi to oily selama pake moist cosrx ini tu ngelembapin oke gak nambah berminyak dan ya bagus untuk skinprep sih.,3,st ku combi oily pakai memoist cosrx lembap oke tidak_minyak iya bagus skinprep,Positif,[0.9902119]
@ohmybeautybank di aku moist cosrx bagus bikin lembab 2 pump aja udah lembab,3,memoist cosrx bagus lembab pump lembab,Positif,[0.96620345]
@ohmybeautybank aku combi dan cocok pake moist cosrx ini asal ga banyak2 biasanya cuma pake 1 pump atau 2 pump kalau lagi kering. emang tipe moist yg ga neko2 tugasnya cuma ngelembabin aja tapi oke banget ngga hareudang,3,combi cocok pakai memoist cosrx tidak_pakai pump pump kering tipe memoist tidak_teko tugas lembab oke banget tidak_hareudang,Positif,[0.9837874]
@ohmybeautybank Aku pake moist cosrx ini kulit kering kerontang.. efeknya langsung terasa sat set melembabkan juga kalau lagi ga mau pake banyak tahapan skincare.,3,pakai memoist cosrx kulit kering kerontang efek langsung asa sat set lembab tidak_pakai tahap skincare,Positif,[0.7360277]
@ohmybeautybank sejauh ini moist cosrx bagus sih ka di aku mana awet pulaaa️,3,memoist cosrx bagus kak awet,Positif,[0.9193344]
@ohmybeautybank MOIST COSRX CAKEEBBBBB tp gausah minta yg muluk2 krn dia emg melembablan aja kyk judulnya yaitu moist,2,memoist cosrx cakeb enggak usah muluk melembablan kayak judul memoist,Negatif,[0.591943]
@ohmybeautybank moist cosrx bkerja baik sbagai mosturizer gak bikin cerah gak bikin break out klo kebanyakan makenya nnti rasanya sumuk klo mukanya kecil awet sampe 3 bulanan,1,memoist cosrx bkerja baik mosturizer tidak_cerah tidak_break out banya memake sumuk muka cil-kecil awet,Negatif,[0.79264486]
@ohmybeautybank oke sih moist cosrx jidatku jadi ga gampang bruntusan cuma ya selain itu cuma ngelembapin aja st aku normal to oily,3,oke memoist cosrx jidat tidak_gampang bruntus iya lembap st normal oily,Positif,[0.77745724]
@ohmybeautybank Mukaku yang gradakan skin barrier rusak bisa tertolong moist cosrx,4,muka grada sk barier rusak tolong memoist cosrx,Negatif,[0.6805858]
@ohmybeautybank aku st dry combination efeknya sejauh ini melembabkan aja tapi aku ngide pake moist cosrx ini buat totol jerawat dan bruntusan 3 hari ilang pake buat eye cream juga. mungkin karena skin type aku cuma butuh hidrasi aja,2,st dry combination efek lembab ide pakai memoist cosrx totol jerawat bruntus hilang pakai eye cream sk type butuh hidrasi,Positif,[0.9139898]
@ohmybeautybank St aku normal to dry tp kebanyakann dry nya nder bagus bgt buat kulit ku yg dry moist cosrx nya cepet nyerap ngga bikin panas dimuka sama enak bgt dipake lembab hehe,3,st normal dry banya dry dar bagus banget kulit ku dry memoist cosrx cepat serap tidak_panas muka enak banget pakai lembab,Positif,[0.9701824]
@ohmybeautybank cuma melembabkan aja di aku moist cosrx nya nga bs calming klo ada redness di muka. jerawat tetep muncul kalo mau haid. nilai plusnya isinya banyak bgt! nga abis abis udh 3 bulan,3,lembab memoist cosrx tidak_calming rednes memuka-muka jerawat muncul haid nilai plus isi banget tidak_habis habis,Positif,[0.79334974]
@ohmybeautybank aku pake dikasih kado moist cosrx taun lalu sampe skg belum abis2. efeknya biasa aja sih jujur cuma bikin lembab tp enaknya ga bikin oily itu aja yg aku rasain,3,pakai kasih kado memoist cosrx belum_habis efek jujur lembab enak tidak_oily rasai,Positif,[0.98950785]
@ohmybeautybank Aku pernah pake moist cosrx ini enak sih bikin lembab,3,pakai memoist cosrx enak lembab,Positif,[0.9830354]
@ohmybeautybank dikulitku yg oily oke2 aja pake moist cosrx ini ga yang greasy banget cuman lembab aja tapi masih nyaman dikulit,3,kulit oily oke pakai memoist cosrx tidak_greasy banget cuman lembab nyaman kulit,Positif,[0.9711631]
@ohmybeautybank moist cosrx st ku oily acne prone dan bagus aja di aku minyak kekontrol,3,memoist cosrx st ku oily acne prone bagus minyak kontrol,Positif,[0.6217744]
@ohmybeautybank NDER AKU PAKE MOIST COSRX INI sekitar juni atau juli 2023 pipi kiri kananku kemerahan bekas jerawat semua hasil stress kuliah alhamdulillah januari 2024 kemerahannya udah ilanggg bgt. aku pakenya hampir tiap hari sehabis mandi pagi dan sebelum tidur ,4,dar pakai memoist cosrx juni juli pipi kiri kanan merah bekas jerawat hasil stres kuliah alhamdul januari kemerahanya hilang banget pake habis mandi pagi belum_tidur,Positif,[0.9322613]
@ohmybeautybank bagus nder aku pake 2x mana abis nya lama oiya aku sempet break out parah sampe gak pake skincare apapun di saranin dokter kulit tapi karena kulit aku nya kalo abis cuci muka kering aku pake moist cosrx ini selama masa sembuh bagus banget rekomended buat acne,3,bagus dar pakai habis oiya break out parah tidak_pakai skincare saran dokter kulit kulit habis cuci memuka-muka kering pakai memoist cosrx sembuh bagus banget rekomended acne,Positif,[0.8242456]
@ohmybeautybank Aku pake moist cosrx ini nder. Gatau karena dipake barengan skincare lain atau gimana tapi dia bikin kulitku mendingan banget. Dulu aku banyak bruntusan dan sebelum pake lagi sering bgt jerawatan. Setelah make aku ngerasa bruntusan dan jerawat lebih kekontrol. Terus ofc bikin lembab juga :D,3,pakai memoist cosrx dar enggak tau pakai bareng skincare kulit mending banget bruntus belum_pakai banget jerawat sete pakai bruntus jerawat kontrol ofc lembab,Positif,[0.7814453]
@ohmybeautybank akun² affiliate langsung pada kicep aku ga pakai sih tp adikku pakai moist cosrx ini dari tahun kemarin pas wajah dia breakout karena pakai masker bubuk tp cuma dibilas pake air sempet disuruh dokter ganti ke hanasui tp ya udah terlanjur beli jd tetep dipake https://t.co/ZvndwqM8wN,1,akun afiliate langsung kicep tidak_pakai adiku pakai memoist cosrx tahun-tahun kemarin pas wajah breakout pakai masker bubuk bilas pakai air suruh dokter ganti hanasui iya terlanjur beli pakai,Positif,[0.5087823]
@ohmybeautybank ini moist cosrx beneran sebagus itu buat ngelembabin muka tapi bau nya kaya wipol? kek pas awal awal make tuh kenceng bgt baunya tapi lama kelamaan hidung gw udh kebiasa sama baunya jd ya biasa aja beli 1 botol bisa sampe 7-8 bulan beneran seawet itu pake cosrx inii,2,memoist cosrx benar bagus lembab memuka-muka bau kayak wipol kayak pas pakai kencang banget bau kelam hidung gue bau iya beli botol benar awet pakai cosrx,Positif,[0.6798141]
@ohmybeautybank bagusss bgt buat skin barrier ak yg rusak pas magang kmrnn tuu krn cuaca bengkalis panaass bangettt jd pas pake moist cosrx ini bnr bnr ap y terbarui lah muka guweh tp gue skrg dh ganti soalnya dia ga cocok didompet guweh,1,bagus banget sk barier rusak pas magang kemarin cuaca bengkalis panas banget pas pakai memoist cosrx benar benar memuka-muka guweh gue deh ganti tidak_cocok dompet guweh,Negatif,[0.50121874]
@ohmybeautybank bagus nder moist cosrx di aku nglembabin enak jg cepet nyerep + jd tmbah alus kynya mukaku trus jdi jarang jerawatan btw aku st dry ya nderr,3,bagus dar memoist cosrx nglembabin enak cepat serap alus kynya muka jarang jerawat btw st dry iya dar,Positif,[0.87139857]
@ohmybeautybank Waktu umur 20an akhir moist cosrx ini bagus banget pas oily skin tapi kalo lagi dehidrasi dan karena umur menjelang 30an ganti tipe kulit moist ini kurang melembabkan. meski udah make snail mucinnya cosrx. Intinya kalo oily skin moist ini bagus dicombo snail mucin mukanya jadi cerah,4,umur an memoist cosrx bagus banget pas oily sk dehidrasi umur jelang an ganti tipe kulit memoist lembab pakai snail memuc cosrx inti oily sk memoist bagus dicombo snail memuc muka cerah,Positif,[0.94925386]
@ohmybeautybank Aku pake moist cosrx awal2 bagus bgt skrg gatau ya kurang ngefek lg pdhl banyak merah2 di muka tp emg ttp bikin lembab. Kena sindrom 2nd purchase ga ngefek bjir bgt,3,pakai memoist cosrx bagus banget enggak tau iya fek merah memuka-muka lembab kena sindrom indak purchase tidak_fek bjir banget,Negatif,[0.66167796]
@ohmybeautybank Udh make dr lama dah habis 4 botol moist cosrx aku suka teksturnya beneran ngelembapin awet bgt makenya cukup 2 pump aja,2,pakai deh habis botol memoist cosrx suka tekstur benar lembap awet banget memake pump,Positif,[0.94711417]
@ohmybeautybank dulu sebelum pake moist cosrx ini pake moist skintific masih ada brutusan di jidat tapi setelah ganti ke ini Alhamdulillah udh ilang tapi gak tau knp setelah pake ini tuh rasanya wajah ku jadi kusam?? engga tau ya aku yg kebanyakan pake atau gimana,1,belum_pakai memoist cosrx pakai memoist skintific brutus jidat sete ganti alhamdul hilang tidak_sete pakai wajah ku kusam enga iya banya pakai,Positif,[0.5600052]
@ohmybeautybank Ga cocok moist cosrx dikulit acne prone ky aku lbh cocok ke somethinc yg calm down ada yg mau bayarin? Bru kepake 3x pump loh bisa lwt toped/shopee,4,tidak_cocok memoist cosrx kulit acne prone kaya cocok somethinc calm down bayar pake pump topedshope,Negatif,[0.6554805]
@ohmybeautybank Selama hamil pake moist cosrx ini so far sangat menjaga skin barrierku masyaAllah tabarakallah lah pokoknya,0,hamil pakai memoist cosrx sok far jaga sk barier masyalah tabarakalah pokok,Positif,[0.9735454]
@ohmybeautybank Aku oily sensitif pake moist cosrx ini bagus bgt nder tapi pakenya jangan kebanyakan tipis-tipis aja terus timpa sunscreen kalau bikin cerah gitu aku gak tau ya soalnya aku pake perseruman sama exfo juga. Kalau buat melembabkan ini bagus kakakku yang kulitnya kering pake ini katanya suka,3,oily sensitif pakai memoist cosrx bagus banget dar pake jangan_banya tipistipis timpa sunscren cerah tidak_iya pakai serum exfo lembab bagus kakaku kulit kering pakai suka,Positif,[0.9653399]
@ohmybeautybank gue cocok pake moist cosrx ini kulit jd lebih lembab alus suka pake ini buat skin prep trus makeup jd alus klo buat mencerahkan ngga sih di aku buat perbaiki skin barrier aja kalo temen gue make ini ga cocok katanya make ini jerawat malah muncul jd cocok2an sih coba trial aja dlu,2,gue cocok pakai memoist cosrx kulit lembab alus suka pakai sk prep memakeup alus cerah tidak_baik sk barier teman gue pakai tidak_cocok pakai jerawat muncul coco coba trial,Positif,[0.7800567]
@ohmybeautybank Menurutku moist cosrx ga ringan malah bikin kusam dan berminyak pdhl yg aha bha cocok Kulitku berminyak btw tapi cocok2an ya nder,3,memoist cosrx tidak_ringan kusam minyak aha bha cocok kulit minyak btw coco iya dar,Negatif,[0.6282785]
@ohmybeautybank Diaku moist cosrx ini oke cuma menurutku kurang aja lembabnya akhirnya beralih lagi ke snail moist cosrx tp overall enakeun kok di layer sama apapun masuk cepet set dan g bikin gerah selama pakai ini aman aman aja kulitku,3,diaku memoist cosrx oke lembab alih snail memoist cosrx overal enakeun layer masuk cepat set gerah pakai aman aman kulit,Positif,[0.9926701]
@ohmybeautybank skip tidak cocog moist cosrx fungal acne ku tambah parah gatel gatel,3,skip tidak_cocog memoist cosrx fungal acne ku parah gatal gatal,Negatif,[0.97394866]
@ohmybeautybank aku prnh pake sebentar tp moist cosrx yg travel size. muka ku awalnya bo di pipi kanan kiri. terus coba memberanikan diri pk ini sm toner npure dan alhamdulilah membaik dong cuman aku pake ini kalo buat pagi muka kerasa sumuk/gerah padahal cm pake sedikit sm lama menyerap nya di wajahku.,1,pakai sebentar memoist cosrx travel size memuka-muka ku bo pipi kanan kiri coba berani pakai toner menpure alhamdul baik cuman pakai pagi memuka-muka sumukgerah pakai serap wajah,Positif,[0.75568193]
@ohmybeautybank aku sama ibuku pake moist cosrx ini nder. skin type kita sama sama normal to oily acne prone. enak banget dia ringan gitu trus lumayan mengatasi minyak berlebih di muka dan semenjak pakai ini muka ku mulai kalem lagi. tadinya jerawatnya banyak trus sakit ampun ampunan https://t.co/fMDml8htYt,3,ibuku pakai memoist cosrx dar sk type normal oily acne prone enak banget ringan lumayan minyak memuka-muka semenjak pakai memuka-muka ku kalem jerawat sakit ampun ampun,Positif,[0.61174476]
@ohmybeautybank Udah hampir setahun aku pake moist cosrx ini. Menurutku ini bagus untuk melembabkan. Udah gitu aja ga ada efek lain yang aku rasain. Aku pake 2 pump udah cukup buat satu muka kalo lebih dari itu jadinya kaya tambang minyak wkwkwk,2,pakai memoist cosrx bagus lembab tidak_efek rasai pakai pump memuka-muka kayak tambang minyak wkwkwk,Positif,[0.5942683]
@ohmybeautybank Aku pake moist cosrx yg kecil nder. Bikin muka jadi muluss dan kalo di aku kek ngisi pori pori gituu,4,pakai memoist cosrx cil-kecil dar memuka-muka mulus kayak isi pori pori,Positif,[0.59130573]
@ohmybeautybank moist cosrx pertama yg aku COCOK BANGET beneran tidak membuat berminyak 2 3 pump aja udah bisa semuka dan bikin muka lembab gak lebai juga. terus ini awet banget juga karna makenya ga perlu banyak,3,memoist cosrx cocok banget benar tidak_minyak pump muka memuka-muka lembab tidak_lebai awet banget memake tidak,Positif,[0.78093886]
@ohmybeautybank Bagus sih moist cosrx kalo st yang dry bgtt mungin kurang cocok,3,bagus memoist cosrx st dry banget mung cocok,Positif,[0.98565537]
@ohmybeautybank Zuzur nih moist cosrx tuh kalau dipakek pas malem bikin wajah kek plumpy bangettttt,4,zuzur memoist cosrx dipakek pas malam wajah kayak plumpy banget,Positif,[0.68778443]
@ohmybeautybank Di kulit aku yg dry moist cosrx ga cocok huhuuu bikin jerawat mendem dan kulit jadi kusem bgt:(,2,kulit dry memoist cosrx tidak_cocok huhu jerawat mendem kulit kusam banget,Positif,[0.64589095]
@ohmybeautybank Di aku moist cosrx b aja. Bukan yg kerasa progressnya bgt. Kadang bikin kusam malah kalo lagi aktivitas banyak. Terus juga jerawatku tetep muncul kek biasa . Karena dia b aja akhirnya aku juga ganti ke moist yang lebih murah karena hasilnya ga beda jauh,3,memoist cosrx bukan_progres banget kadang kusam aktivitas jerawat muncul kayak ganti memoist murah hasil tidak_beda,Positif,[0.83958846]
@ohmybeautybank Di aku moist cosrx oke bangeeeet super hydrating!,3,memoist cosrx oke banget super hydrating,Positif,[0.9849873]
@ohmybeautybank bagus aku suka kulitku combi to oily. 3-5 pump udah bagus semuka kalau mau lebih lembap bisa disesuaikan lagi berapa pump. aku pake moist cosrx buat night routine aja soalnya pagi aku pake gel moist atau sunscreen langsung,4,bagus suka kulit combi oily pump bagus muka lembap sesuai pump pakai memoist cosrx night routine pagi pakai gel memoist sunscren langsung,Positif,[0.97162116]
@ohmybeautybank Di aku moist cosrx jujur B aja sihh. Malah mau balik lagi ke sk*ntf*c,3,memoist cosrx jujur skntfc,Positif,[0.62356627]
@ohmybeautybank Gue pribadi pake moist cosrx ini tuh ngaruh bgt bikin lembab dan halus kulitnya. Trs plus nya tuh wangi nya bnrn se enak itu tekstur nya jga good bgt. Secinta itu sama moist ini tpi buat repurchase gue blm mampu,2,gue pribadi pakai memoist cosrx mengaruh banget lembab halus kulit plus wangi benar enak tekstur god banget cinta memoist repurchase gue belum,Positif,[0.96246463]
@ohmybeautybank diaku moist cosrx bagus bangettt aku baru make 1 bulan melembabkan plus juga mencerahkan,2,diaku memoist cosrx bagus banget pakai lembab plus cerah,Positif,[0.99133205]
@ohmybeautybank w make moist cosrx b ajaaa emg buat ngelembapin aja gk yg ngeredain jerawat atau bikin cerah. 3/5 lh klo abisnya iya dia lama awet bgt,3,pakai memoist cosrx lembap tidak_reda jerawat cerah abis iya awet banget,Positif,[0.9861713]
@ohmybeautybank udh repurchase ke 2. menurutku moist cosrx moist teraman ga ada bahan aktifnya jd cuma kasi efek lembab aja. tp aku lebih suka yg kek gini karena bisa dimix sama serum dan toner apa pun. aku normal to oily pake dikit udah cukup lembab jd hemat,2,repurchase memoist cosrx memoist teram tidak_bahan aktif kasih efek lembab suka kayak dimix serum toner apa-apa normal oily pakai dikit lembab hemat,Positif,[0.95292556]
@ohmybeautybank Lagi nyoba udh mau seminggu tpi udh keliatan efeknya kyk jerawat yg lgi mateng2nya 2 hari aj kering trs kmpes bjirr gk nyangka sebagus moist cosrx itu pdhl ak g pake obat jerawat apapun loh bnran cmn cuci muka - toner skin1004 -moist ini - Sunscreen pagi hri klo mau keluar. Nglembabin bgt jg,4,coba mingu lihat efek kayak jerawat mateng kering kmpes bjir tidak_sangka bagus memoist cosrx pakai obat jerawat benar cuman cuci memuka-muka toner sk memoist sunscren pagi menglembab banget,Negatif,[0.5744272]
@ohmybeautybank aku sudah pake sampe tube ke-3 (dr yang harga masih dpt under 200k) sampe skrg di shopee terakhir 239k. menurutku moist cosrx ini bikin lembab dan cepet nyerap. kl kamu pake sblm make up ini ga bikin becek/make up jd ga nempel. udh works juga kupake di SA pas lg musim dingin &amp; kering,1,pakai tube harga under shope memoist cosrx lembab cepat serap pakai belum_pakai up tidak_becekmake up tidak_tempel works kupake sa pas musim dingin-dingin kering,Positif,[0.98830116]
@ohmybeautybank moist cosrx ini sebenernya bagusss enak dipake ringan dan lembabnya ga bikin minyakan tapi kenapeee bikin mukaku kusam ,3,memoist cosrx benar bagus enak pakai ringan lembab tidak_meminyak-minya muka kusam,Positif,[0.94621915]
@ohmybeautybank st aku combi dry to sensitive moist cosrx ini sebenernya mah bagus bagus aja tapi di aku yang st nya pref dry dia sangat amat berat dan bikin gerah apalagi kalo dipake siang tapi kayanya tergantung orang juga sih nder,3,st combi dry nsitive memoist cosrx benar mah bagus bagus st pref dry berat gerah pakai siang kaya gantung orang-orang dar,Negatif,[0.6783701]
@ohmybeautybank moist cosrx emg nglembab in tapi cuma nglembab in doang udah,2,memoist cosrx nglembab menglembab doang,Negatif,[0.96598864]
@ohmybeautybank pke moist cosrx ini bgussssss bngtttt bekas jerawat yg dlunya banyak poll jdi memudarr trs jd jarang jerawatan jg lumayan pricey tp habissnya lama bngt ini udh mau 3 bulan msih ad stnghh ,2,pakai memoist cosrx bagus banget bekas jerawat dlunya pol pudar jarang jerawat lumayan pricey habis banget stngh,Positif,[0.9841155]
@ohmybeautybank Ini moist cosrx nya mantep banget buat benerin skinbarrier yang lagi rusak. Dlu jerawatan dan wajahnya sensitif bnget tp setelah pake ini dan snail wajahku jadi berkulit badak wkwkw. Kmrin sakit semingguan mager banget mau skincare dan cuci muka tpi mukaku aman bnget ga ada masalah ,0,memoist cosrx mantap banget benar skinbarier rusak jerawat wajah sensitif banget sete pakai snail wajah kulit badak wkwkw kemarin sakit mingu mager banget skincare cuci memuka-muka muka aman banget tidak,Negatif,[0.6119986]
@ohmybeautybank aku make udh 4 botoll moist cosrx bagus banget satu pump udh rata semuka awet 6bulan gbikin bruntusan,4,pakai botol memoist cosrx bagus banget pump muka awet gbikin bruntus,Positif,[0.95311815]
@ohmybeautybank moist cosrx nya aku pake b aja,3,memoist cosrx pakai,Positif,[0.8020563]
@ohmybeautybank Ini moist cosrx bagus banget Udah gada kata lain sih Tp dia memang buat melembabkan aja dan bikin kulit anteng. Gada efek mencerahkan atau lainnya,2,memoist cosrx bagus banget enggak ada kata-kata lembab kulit anteng enggak ada efek cerah lai,Positif,[0.81439376]
@ohmybeautybank melembabkan bgttt tapi baru make moist cosrx berapa minggu sih ak oily acne prone,4,lembab banget pakai memoist cosrx memingu oily acne prone,Positif,[0.6433878]
@ohmybeautybank aku pake moist cosrx ini reviewnya ya sebagaimana fungsi moist aja sih dia ini ngelembabin ga yang gimana gimana. kelebihannya dia awettttt banget aku dah jalan 5 bulan belum abis setengahnya,4,pakai memoist cosrx reviewnya iya fungsi memoist lembab tidak_kelebihanya awet banget deh jalan belum_habis,Positif,[0.9637402]
@ohmybeautybank PLS MOIST INI MOIST COSRX BGS BGT DI AKU!!! aku bruntusan di dahi semenjak pake ini dr agustus thn lalu bruntusan aku kehempas semua aaaaaa seneng bgttt️‍ hidrasinya bener-bener bikin lembab trs teksturnya enak jg di kulit ga bikin lengket jg. trs awet bgt smp skrg belom abisss dong,1,pls memoist memoist cosrx bagus banget bruntus dahi semenjak pakai agustus bruntus hempas a senang banget hidrasi nerbener lembab tekstur enak kulit tidak_lengket awet banget belum_habis,Positif,[0.99100584]
@ohmybeautybank Di aku yg dry yg moist cosrx ini kurang lembabin nder makanya aku beralih ke snail 92 alhamdulillah lembabin bgt trs ga lengket juga cepet meresap,3,dry memoist cosrx lembab dar alih snail alhamdul lembab banget tidak_lengket cepat resap,Positif,[0.9957193]
@ohmybeautybank kulitku type combi tp lebih ke kering pake moist cosrx ini ngebantu bgt nder sama dibarengin yg snail mucin sgt ngelembabin,4,kulit type combi kering pakai memoist cosrx bantu banget dar bareng snail memuc lembab,Positif,[0.8472436]
@ohmybeautybank Buat gue yg kulitnya suka dehidrasi moist cosrx ini kureng sih. Kurang melembabkan kayanya buat yg oily oke deh,0,gue kulit suka dehidrasi memoist cosrx reng lembab kaya oily oke deh,Negatif,[0.55496323]
@ohmybeautybank aku normal to oily skin moist cosrx ini bagus bgt dia ngelembapin tapi ga bikin minyakan https://t.co/7AOfooctP0,3,normal oily sk memoist cosrx bagus banget lembap tidak_meminyak-minya,Positif,[0.9911611]
best buy bulan mei adalah softlens eyesight moist cosrx dan twc-nya luxcrime ,2,best buy mei softlens eyesight memoist cosrx twcnya luxcrime,Positif,[0.9921547]
@ssefnum skin1004 kalau mau csm sekalian pake pyunkang yul. moist cosrx oil free/boj. depends on your skintype lagi sih.,4,sk csm pakai pyunkang yul memoist cosrx oil freboj depends on your skintype,Positif,[0.9538722]
@yosefikr Bolehh moist cosrx birch oil free (moist) cosrx snail mucin (essence) laneige lip sleeping (pelembab bibir) Ini mereka awett bgtt dari produk yg lain,4,memoist cosrx birch oil fre memoist cosrx snail memuc esence laneige lip sleping pelembab bibir awet banget produk,Positif,[0.99038583]
@ohmybeautybank moist cosrx yg oil free tuh jadi bruntusan,4,memoist cosrx oil fre bruntus,Positif,[0.6432375]
@punyabeautales_ demi apapun aku lg break out ya udh hopeless lah males skincarean trs tbtb ketemu moist COSRX OIL FREE demi apapun COCOK BANGETBANGETBANGETBANGET break outku sembuh gak mau ganti moist lagi,1,break out iya hopeles malas skincarean tbtb temu memoist cosrx oil fre cocok bangetbangetbangetbanget break outku sembuh tidak_ganti memoist,Positif,[0.8888825]
@ohmybeautybank perasaan itu bukan tooner deh tpi moist cosrx aku pakek tooner hadalabo juga nder tpi yg oren sih soalnya st ku normal to dry cocok aja sih dan melembabkan klo yg ijo itu buat yg oily ya?,3,peras bukan_toner deh memoist cosrx pakai toner hadalabo dar oren st ku normal dry cocok lembab ijo oily iya,Positif,[0.6916114]
@tanyarlfes awet banget cinta gue kaya moist cosrx ,4,awet banget cinta gue kayak memoist cosrx,Positif,[0.95489895]
muts ku ada yang pake moist cosrx? ini punyaku mau ku sell huhu karena gaa cocok ,4,muts ku pakai memoist cosrx ku sel huhu tidak_cocok,Negatif,[0.5348197]
ini muka apasii maunya udah dikasi moist cosrx masi nolak jugaaa tolong rekomen moist buat kulit sensitif+berjerawat dong ,2,memuka-muka apasi kasi memoist cosrx tolak tolong rekomen memoist kulit sensitifberjerawat,Negatif,[0.6821312]
@ohmybeautybank moist cosrx skinbarier membaik muka jadi glowing,2,memoist cosrx skinbarier baik memuka-muka glowing,Positif,[0.85537195]
@ohmybeautybank Kulit ku kering pake moist cosrx nder bagus bgttt https://t.co/16A5LpxoFt,3,kulit ku kering pakai memoist cosrx dar bagus banget,Positif,[0.94963104]
@astrophilzs mjb kak st kita samaan ak pake moist cosrx yg birch sap dan ada rencana buat move ke skingame review doong kaak bikin muka banjirr gaaa huhuhu pake cosrx enaken lembab cuman kl musim panas rada banjir juga dimuka ,2,mjb kak st saman pakai memoist cosrx birch sap rencana move skingame review kak memuka-muka banjir tidak_huhuhu pakai cosrx enaken lembab cuman musim panas rada banjir muka,Positif,[0.7011586]
@celestialmorax Daging babi merah ga enak... Kok bisa suka... Karena merah warna cinta nasi gorengnya dikasi moist cosrx yang free oil aja.. biar bisa mencerahkan muka dan ga minyak doang hahaha... Maaf ya,3,daging babi merah tidak_enak suka merah warna cinta nasi goreng kasi memoist cosrx fre oil cerah memuka-muka tidak_minyak doang hahaha maf iya,Positif,[0.7198824]
@ohmybeautybank moist cosrx bisa dipake abis exfo sama retinol nih bagus moist nya cepet bikin skincare yg lain maksimal https://t.co/16A5LpxWv1,2,memoist cosrx pakai habis exfo retinol bagus memoist cepat skincare maksimal,Positif,[0.9707794]
@vaniaulia69 moist cosrx pump. maap hp nya ga bisa buat ss,4,memoist cosrx pump map hp tidak,Negatif,[0.8651736]
Ujung-ujungnya balik lagi ke moist COSRX Birch Sap. Lagi males sama Simple karena harganya ganti-ganti mulu. Sering di-markup gila-gilaan dan jarang dapet harga normal. https://t.co/kZ50zqjLFN,3,ujungujungnya memoist cosrx birch sap malas simple harga gantiganti memulu dimarkup gilagilan jarang harga normal,Positif,[0.5581668]
