text,label,processed
kecewa sih handover gopay later dari findaya ke mab buat konsumen food lebih praktis yang findaya ini paylater nya dibikin kyak belanja barang malas dah,positive,"['kecewa', 'handover', 'gopay', 'later', 'findaya', 'mab', 'konsumen', 'food', 'praktis', 'findaya', 'paylater', 'dibikin', 'kayak', 'belanja', 'barang', 'malas', 'deh']"
kecewa dgn aplikasi ini gopay later tiba hilang dan saya tiba ditagih gopay later padahal saya sudah membayar pada tgl juli dan saya pakai tgl agustus langsung dapat tagihan pas saya mau bayar tidak bisa sedangkan saya diperingatkan kalau telat akan kena bunga tapi pas mau dibayar tagihannya tdk bisa tulisannya belum bisa menggunakan gopaylater tlg diperbaiki,negative,"['kecewa', 'aplikasi', 'gopay', 'later', 'hilang', 'ditagih', 'gopay', 'later', 'membayar', 'tanggal', 'juli', 'pakai', 'tanggal', 'agustus', 'langsung', 'tagihan', 'pas', 'bayar', 'tidak', 'diperingatkan', 'telat', 'kena', 'bunga', 'pas', 'dibayar', 'tagihannya', 'tidak', 'tulisannya', 'belum', 'gopaylater', 'tolong', 'diperbaiki']"
hbs pembaruan sistem bukanny tambah bagus mlh tmbh bobrok kmrn gopaylater ga bisa di pke di tokped trs di tiktok jg sama eh skr titik lokasi rumah saya ga ada di petapdhl udah saya simpan di alamat fav hub cs jg percuma ga ada solusi,negative,"['habis', 'pembaruan', 'sistem', 'bukanny', 'bagus', 'bobrok', 'kemarin', 'gopaylater', 'enggak', 'pakai', 'tokped', 'tiktok', 'eh', 'titik', 'lokasi', 'rumah', 'enggak', 'petapdhl', 'simpan', 'alamat', 'favorit', 'hubungi', 'cs', 'enggak', 'solusi']"
aplikasi yang baru malah anehgopay di upgrade malah di tolakga pernah ada tunggakan di findaya padahal,negative,"['aplikasi', 'anehgopay', 'upgrade', 'tolakga', 'tunggakan', 'findaya']"
saya tidak bisa melakukan pembayaransejak tanggal agustus aplikasi nge bug kalau harus bayar denda keterlambatan saya tidak mau ya karena ini murni kesalahan sistem,negative,"['tidak', 'pembayaransejak', 'tanggal', 'agustus', 'aplikasi', 'nge', 'bug', 'bayar', 'denda', 'keterlambatan', 'tidak', 'murni', 'kesalahan', 'sistem']"
gojek kok jadi bermasalah gini ya saya sudah lama dapet akses untuk bisa pakai gopaylater cuma tiba gopaylater saya hilang dr akun saya padahal agustus lalu saya baru bertransaksi untung saya bisa masuk lewat web findaya dan langsung lunasi saja takut bermasalah kedepannya dibilangnya saya punya tunggakan lagi padahal sebenarnya tidak saya coba keluhkan kpd pihak cs namun jawaban sangat template dan tidak membantu sama sekali sangat menyesal sekali dengan penurunan kwalitas dr gojek,negative,"['gojek', 'bermasalah', 'akses', 'pakai', 'gopaylater', 'gopaylater', 'hilang', 'akun', 'agustus', 'bertransaksi', 'untung', 'masuk', 'web', 'findaya', 'langsung', 'lunasi', 'takut', 'bermasalah', 'kedepannya', 'dibilangnya', 'tunggakan', 'tidak', 'coba', 'keluhkan', 'cs', 'template', 'tidak', 'membantu', 'menyesal', 'penurunan', 'kwalitas', 'gojek']"
gopaylater dari kemarin tanggal agustus ga bisa di pakai pas bisa di pakai tiba ga masuk kriteria padahal ga pernah telat bayar paylater selama ga bisa pkai paylater bintangnya aja kecewa berat,negative,"['gopaylater', 'kemarin', 'tanggal', 'agustus', 'enggak', 'pakai', 'pas', 'pakai', 'enggak', 'masuk', 'kriteria', 'enggak', 'telat', 'bayar', 'paylater', 'enggak', 'pakai', 'paylater', 'bintangnya', 'kecewa', 'berat']"
gopay latter saya sudah lama diblokir tanpa alasan jelas padahal gak pernah jg telat bayar diblokirnya jg pas barusan bayar tagihan trus diblokir sudah konfirmasi berkali gak ada respon limitnya jg gak naik payah padahal gopay saya sering limit bulanan jg,positive,"['gopay', 'latter', 'diblokir', 'alasan', 'jelas-jelas', 'enggak', 'telat', 'bayar', 'diblokirnya', 'pas', 'barusan', 'bayar', 'tagihan', 'diblokir', 'konfirmasi', 'berkali', 'enggak', 'respon', 'limitnya', 'enggak', 'payah', 'gopay', 'limit', 'bulanan']"
ini gojek emang pengen dpet rating jelek apa gimana sih kemarin gopaylater sya tgl agustus langsung di tagih smpe ad keterlambatan skrang sya mau pesan pake gopaylater di app ini bacaannya akun gopaylater belum terdaftar tapi status gpaylaternya aktif gimana sih maksudnya ad update jg gak guna malah makin error klo ad bintang udh sua kash,negative,"['gojek', 'pengin', 'dpet', 'rating', 'jelek', 'apa-apa', 'kemarin', 'gopaylater', 'tanggal', 'agustus', 'langsung', 'tagih', 'keterlambatan', 'pesan', 'pakai', 'gopaylater', 'app', 'bacaannya', 'akun', 'gopaylater', 'belum', 'terdaftar', 'status', 'gpaylaternya', 'aktif', 'maksudnya', 'update', 'enggak', 'error', 'bintang', 'sua', 'kash']"
buat pelanggan yth kalo sudah order jangan main cancel system gojek sekarang jahat bener kalo pelanggan cancel ampe jam malam juga ga bakalan dapat orderan lagi,positive,"['pelanggan', 'yth', 'order', 'jangan-jangan', 'main', 'cancel', 'system', 'gojek', 'jahat', 'pelanggan', 'cancel', 'jam', 'malam', 'enggak', 'orderan']"
saya kasih   ya kenapa karena setiap mau transaksi pembayran atau tranfer selalu muncul pastikan hp anda terhubungan dwngan jaringan padahal internet selaku on data masih banyak saya unistal aja,negative,"['kasih', 'transaksi', 'pembayran', 'tranfer', 'muncul', 'pastikan', 'hp', 'terhubungan', 'dwngan', 'jaringan', 'internet', 'on', 'data', 'unistal']"
halo kak barusan saya perbarui aplikasinya tapi mau top up langsung pakai bca one klik tidak bisa padahal bca one kliknya sudah terdaftar sebelumnya jadinya saya tadi top up manual lewat mbanking bca solusinya bagaimana ya kak dan kenapa biaya ongkos untuk naik goride begitu mahal naiknya yg awalnya sekitar rb an menjadi rb an serta sulit sekali mendapatkan driver seolah saya ada di antah berantah padahal tempat saya termasuk yg mudah diakses terimakasih,negative,"['halo', 'kak', 'barusan', 'perbarui', 'aplikasinya', 'top', 'up', 'langsung', 'pakai', 'baca', 'one', 'klik', 'tidak', 'baca', 'one', 'kliknya', 'terdaftar', 'top', 'up', 'manual', 'mbanking', 'baca', 'solusinya', 'kak', 'biaya', 'ongkos', 'goride', 'mahal', 'naiknya', 'ribu', 'an', 'ribu', 'an', 'sulit', 'driver', 'antah', 'berantah', 'mudah', 'diakses', 'terimakasih']"
makin ngada ngada ini gojekbiasanya bayar paket di my telkomsel langsung masuk ke menu pembayaranini malah ke play storeketika ditekan masuk malah masuk doanggak ada menu pembayaran nyamakin lama ini apk makin gak bener,negative,"['ngada', 'ngada', 'gojekbiasanya', 'bayar', 'paket', 'my', 'telkomsel', 'langsung', 'masuk', 'menu', 'pembayaranini', 'play', 'storeketika', 'ditekan', 'masuk', 'masuk', 'doanggak', 'menu', 'pembayaran', 'nyamakin', 'apk', 'enggak']"
aplikasi masih problem bank aplikasi terpercaya sangat membantu terus tingkatkan makin aman dan nyaman fitur friendly,positive,"['aplikasi', 'problem', 'bank', 'aplikasi', 'terpercaya', 'membantu', 'tingkatkan', 'aman', 'nyaman', 'fitur', 'friendly']"
top up sulit harus dari bank tertentu ruwetmau top up aja sulitnya minta ampun saya coba lewat indomaret juga tidak bisapengin ngapus aja nih applikasinya,negative,"['top', 'up', 'sulit', 'bank', 'ruwetmau', 'top', 'up', 'sulitnya', 'ampun', 'coba', 'indomaret', 'tidak', 'bisapengin', 'menghapus', 'applikasinya']"
makin lama ongkir makin mahal untuk gofood nya astaga harga nasi nya sama ongkir lebih mahal an ongkir nya,negative,"['ongkir', 'mahal', 'gofood', 'astaga', 'harga', 'nasi', 'ongkir', 'mahal', 'an', 'ongkir']"
kenapa kadang suka dapat driver yang tidak merespon sama sekali dan di map pun terlihat diam saja gaada opsi buat batalinnya lagi karena hal tersebut,negative,"['kadang', 'suka', 'driver', 'tidak', 'merespon', 'map', 'diam-diam', 'enggak ada', 'opsi', 'batalinnya']"
yang paling nggak disukai dr aplikasi ini nggak ada tombol utk meyakinkan kalau pesanan makanan udah sesuai atau belum gak bisa batalkan pesanan jg kalau nggak sengaja tertekan tombol pesan udah lah nggak bisa diapa in lagi pernah chat cs nya jg tp nggak ada solusi nggak bisa diedit atau dibatalkan,negative,"['enggak', 'disukai', 'aplikasi', 'enggak', 'tombol', 'pesanan', 'makanan', 'sesuai', 'belum', 'enggak', 'batalkan', 'pesanan', 'enggak', 'sengaja', 'tertekan', 'tombol', 'pesan', 'enggak', 'diapa', 'chat', 'cs', 'enggak', 'solusi', 'enggak', 'diedit', 'dibatalkan']"
bertahuntahun pakai gojek agst saya kecewa karena topup saldo gopay saldonya tidak masuk pdhl transaksi topup saldo sudah berhasil namun di aplikasi gojek saldo gopay tidak bertambahtidak ada topup masuk di aplikasi gojek segera proses bantu saya,negative,"['bertahuntahun', 'pakai', 'gojek', 'agst', 'kecewa', 'topup', 'saldo', 'gopay', 'saldonya', 'tidak', 'masuk', 'transaksi', 'topup', 'saldo', 'berhasil', 'aplikasi', 'gojek', 'saldo', 'gopay', 'tidak', 'bertambahtidak', 'topup', 'masuk', 'aplikasi', 'gojek', 'proses', 'bantu']"
drivernya aneh udh nunggu setengah jam di cancel padahal udh nunggu lama mana komisi lu mahal lagi mending aplikasi sebelah pantes sih saham lu turun soalnya pelayanan aja kek gini biaya elit pelayanan dan driver sulitttt,negative,"['drivernya', 'aneh', 'menunggu', 'jam', 'cancel', 'menunggu', 'komisi', 'lu', 'mahal', 'mending', 'aplikasi', 'sebelah', 'saham', 'lu', 'turun', 'pelayanan', 'kayak', 'biaya', 'elit', 'pelayanan', 'driver', 'sulitttt']"
saya merasa kecewa dengan gopaydompet elektronic yg sudah saya pakai bertahun tahun ketika mengalami kendala penanganan dari gopay ga jelas dan tidak menyelesaikan masalah bahkan saldo saya hilang saya topup emoneyetoll mandiri namun saldo etol tidak bertambah gopay saya terpotong sat minggu masalah tidak terpecahkan saya belu pulsa suka delay dan saldo juga terpotong sedangkan saya beli diwarung kecil saja bisa cepat proses kenapa disini malah ribet bikin pusing,negative,"['kecewa', 'gopaydompet', 'elektronic', 'pakai', 'bertahun', 'tahun-tahun', 'mengalami', 'kendala', 'penanganan', 'gopay', 'enggak', 'jelas-jelas', 'tidak', 'menyelesaikan', 'saldo', 'hilang', 'topup', 'emoneyetoll', 'mandiri', 'saldo', 'etol', 'tidak', 'bertambah', 'gopay', 'terpotong', 'sat', 'minggu', 'tidak', 'terpecahkan', 'belu', 'pulsa', 'suka', 'delay', 'saldo', 'terpotong', 'beli', 'diwarung', 'kecil-kecil', 'cepat', 'proses', 'ribet', 'pusing']"
aplikasinya sedikit ada perubahan namun setiap order goride maupun gosend titik lokasi selalu tidak akurat sepertinya harus ada pembaruan akurasi lokasi penjemputan maupun lokasi tujuan terima kasih,positive,"['aplikasinya', 'perubahan', 'order', 'goride', 'gosend', 'titik', 'lokasi', 'tidak', 'akurat', 'pembaruan', 'akurasi', 'lokasi', 'penjemputan', 'lokasi', 'tujuan', 'terima', 'kasih']"
setelah update hari ini setiap mau transaksi pakai gopay selalu diarahkan ke gojek playstore fix it re biasanya tidak ada kendala kalau transaksi pulsa beli lewat mytelkomsel langsung bayarnya pakai gopay sekarang langsung diarahkan ke play store password dan saldo aman transaksi di ecommerce pakai gopay aman,negative,"['update', 'transaksi', 'pakai', 'gopay', 'diarahkan', 'gojek', 'playstore', 'fix', 're', 'tidak', 'kendala', 'transaksi', 'pulsa', 'beli', 'mytelkomsel', 'langsung', 'bayarnya', 'pakai', 'gopay', 'langsung', 'diarahkan', 'play', 'store', 'password', 'saldo', 'aman', 'transaksi', 'ecommerce', 'pakai', 'gopay', 'aman']"
aneh nih payleter nya gojek tagiham bulan lalu uda dibayar dan digunakan lagi di tgl bulan berbeda kok disuruh bayar tagihan lagi bukanya kalau uda beda bulan tidak kena denda,negative,"['aneh', 'payleter', 'gojek', 'tagiham', 'dibayar', 'tanggal', 'berbeda', 'disuruh', 'bayar', 'tagihan', 'bukanya', 'beda', 'tidak', 'kena', 'denda']"
kecewa berat sibiasa pake gopay sebelum update untuk transaksi aman aman ajakenapa skrg saya gabisa pake fitur itujadi rugi gabisa di kemana manain itu uangnya,negative,"['kecewa', 'berat', 'sibiasa', 'pakai', 'gopay', 'update', 'transaksi', 'aman', 'aman', 'ajakenapa', 'enggak bisa', 'pakai', 'fitur', 'itujadi', 'rugi', 'enggak bisa', 'kemana', 'manain', 'uangnya']"
pesen barang di toko pedia gosend sameday driver tak kunjung datang di tunggu lama wa drivernya ternyata kata drivernya ga aktif si driver bilang kata drivernya kemungkinam sistem error saya merasa di rugikan waktu sebagai customer kalau ada sistem error begini lama lama customer pada pindah ke sebelah mohon gosend di tingkatkan lagi thx sudah buang waktu saya,negative,"['pesan', 'barang', 'toko', 'pedia', 'gosend', 'sameday', 'driver', 'kunjung', 'tunggu', 'wa', 'drivernya', 'kata-kata', 'drivernya', 'enggak', 'aktif', 'driver', 'bilang-bilang', 'kata-kata', 'drivernya', 'kemungkinam', 'sistem', 'error', 'rugikan', 'customer', 'sistem', 'error', 'customer', 'pindah', 'sebelah', 'mohon', 'gosend', 'tingkatkan', 'thx', 'buang']"
top up lama ga masuk di komplain baru   proses kontak no hp sudah sesuai ya ga ada yg salah sistemnya aja yg lemotjelek mending pakai aplikasi dana,negative,"['top', 'up', 'enggak', 'masuk', 'komplain', 'proses', 'kontak', 'no', 'hp', 'sesuai', 'enggak', 'salah', 'sistemnya', 'lemotjelek', 'mending', 'pakai', 'aplikasi', 'dana']"
paylaternya lucu tagihan bulan juli sudah dibayar pada tanggal agustus udah lunas dong ya terus pake lagi deh paylater tanggal agustus harusnya bayarnya september kan ya lah tapi tiba malah jatuh tempo aja belum juga bulan september,negative,"['paylaternya', 'lucu', 'tagihan', 'juli', 'dibayar', 'tanggal', 'agustus', 'lunas', 'pakai', 'deh', 'paylater', 'tanggal', 'agustus', 'bayarnya', 'september', 'jatuh', 'tempo', 'belum', 'september']"
saldo terpotong dengan sendirinya kepada tokopedia hingga tidak tersisa persen pun dan saya cek riwayat transaksi di tokopedia tidak ada dengan nominal tersebut udah gak paham lagi saya dengan gojek ini,negative,"['saldo', 'terpotong', 'tokopedia', 'tidak', 'tersisa', 'persen', 'cek', 'riwayat', 'transaksi', 'tokopedia', 'tidak', 'nominal', 'enggak', 'paham', 'gojek']"
mohon respon nya karena saya klik bantua di aplikasi gojek tidak di respon saya melakukan transaksi pakai gopaylater tgl agustus tiba di tagih katanya harus bayar karena sudah jatuh tempo bukan nya klau pemakaian di tanggal satu itu jatuh tempo nya akhir bulan ya dan satu lagi kenapa saldo gopay later saya padahal limit saya rb dan baru terpakai rb pada tanggal agustus kmrin setiap kali mau klik gopaylater tiba eror terus mohon respon tanggap nya makasih,negative,"['mohon', 'respon', 'klik', 'bantua', 'aplikasi', 'gojek', 'tidak', 'respon', 'transaksi', 'pakai', 'gopaylater', 'tanggal', 'agustus', 'tagih', 'bayar', 'jatuh', 'tempo', 'bukan', 'pemakaian', 'tanggal', 'jatuh', 'tempo', 'saldo', 'gopay', 'later', 'limit', 'ribu', 'terpakai', 'ribu', 'tanggal', 'agustus', 'kemarin', 'kali', 'klik', 'gopaylater', 'eror', 'mohon', 'respon', 'tanggap', 'terima kasih']"
gopayleter nya ko aneh yah saya sudah bayar di tanggal bulan juli dan baru di pakai lagi di tanggal agustus itu juga pakai gopayleter buat naik goride tapi kenapa masih ada pemberitahuan soal jatoh tempo di tanggal agustus dan di suruh bayar dan saya mau cek malah ada tulisan forbidden dan saya juga mau coba beli pakai gopayleter malah ada tulisan kartu anda di blokir kartu apa dan di blokir kenapa tolong pihak gojek chat saya di aplikasi di respon responnya slow banget,negative,"['gopayleter', 'aneh', 'bayar', 'tanggal', 'juli', 'pakai', 'tanggal', 'agustus', 'pakai', 'gopayleter', 'goride', 'pemberitahuan', 'jatuh', 'tempo', 'tanggal', 'agustus', 'suruh', 'bayar', 'cek', 'tulisan', 'forbidden', 'coba', 'beli', 'pakai', 'gopayleter', 'tulisan', 'kartu', 'blokir', 'kartu', 'apa-apa', 'blokir', 'tolong', 'gojek', 'chat', 'aplikasi', 'respon', 'responnya', 'slow', 'banget']"
beli nasi padang ongkir biaya aplikasi dll blm lagi resto yg perlu goodie bag makin lagi bayarnya mantap ga tuh semoga kita semua senantiasa diberikan kaki yang kuat ketidakmalasan dan waktu yg luang untuk bisa beli langsung ke warungnya,negative,"['beli', 'nasi', 'padang', 'ongkir', 'biaya', 'aplikasi', 'dll', 'belum', 'resto', 'goodie', 'bag', 'bayarnya', 'mantap', 'enggak', 'semoga', 'senantiasa', 'kaki', 'kuat', 'ketidakmalasan', 'luang', 'beli', 'langsung', 'warungnya']"
permisi ini saya mau bayar gopaylater saya dari kemarin kok halamannya error terus ya sampai sekarang belum bisa buka dan malah dikenakan denda tolong bantuannya,negative,"['permisi', 'bayar', 'gopaylater', 'kemarin', 'halamannya', 'error', 'belum', 'buka', 'dikenakan', 'denda', 'tolong', 'bantuannya']"
pembayaran lewat indomaret tidak bisa pembayaran indomaret tidak muncul dan untuk pembayaran gojek secara cash juga gak bisa tombol nya hilang ada apa dengan gojek aplikasi nya sering eror,negative,"['pembayaran', 'indomaret', 'tidak', 'pembayaran', 'indomaret', 'tidak', 'muncul', 'pembayaran', 'gojek', 'cash', 'enggak', 'tombol', 'hilang', 'apa-apa', 'gojek', 'aplikasi', 'eror']"
masih banyak bug terutama saat open gopay later ga bisa akses error network kemudian membuka interface masih lambat dan saat mau menggunakan fitur bantuan not bot click fitur bantuan tidak ada button add bantuan,negative,"['bug', 'open', 'gopay', 'later', 'enggak', 'akses', 'error', 'network', 'membuka', 'interface', 'lambat', 'fitur', 'bantuan', 'not', 'bot', 'click', 'fitur', 'bantuan', 'tidak', 'button', 'bantuan']"
aplikasi bikin susah baru sekali saya ke bandara kualanamu medan lewat jalan biasa supir tidak mau merubah arah sungguh tidak fleksibel lewat tol juga kami yg bayar dah lah,negative,"['aplikasi', 'susah', 'bandara', 'kualanamu', 'medan', 'jalan', 'supir', 'tidak', 'merubah', 'arah', 'sungguh', 'tidak', 'fleksibel', 'tol', 'bayar', 'deh']"
mohon kasih tutorial cara menitik spot lokasi karena untuk pengguna baru hanya mengandalkan menulis alamat atau cuma menulis daerah tempat dia tinggal jadi driver sering harus bolak balik tanya via chat dan telepon bahkan sering nyasar,negative,"['mohon', 'kasih', 'tutorial', 'menitik', 'spot', 'lokasi', 'pengguna', 'mengandalkan', 'menulis', 'alamat', 'menulis', 'daerah', 'tinggal', 'driver', 'bolak', 'via', 'chat', 'telepon', 'nyasar']"
tingkatkan terus performa stabilitas akurasi kecepatan akses keamanan dan fitur aplikasinya,negative,"['tingkatkan', 'performa', 'stabilitas', 'akurasi', 'kecepatan', 'akses', 'keamanan', 'fitur', 'aplikasinya']"
maaf saya turunin bintangnya soalnya makin mahal pesen gofood jarak dari resto kerumah cuma beberapa puluh meter doang feenya rb dah gitu ada other fee rb other fee ini juga gatau apa kemahalan,positive,"['maaf', 'turunin', 'bintangnya', 'mahal', 'pesan', 'gofood', 'jarak', 'resto', 'kerumah', 'puluh', 'meter', 'doang', 'feenya', 'ribu', 'deh', 'other', 'fee', 'ribu', 'other', 'fee', 'enggak tau', 'apa-apa', 'kemahalan']"
aplikasi baik dan sangat lengkap dengan semua fitur dan selalu cepat dan terpercaya untuk semuanya,positive,"['aplikasi', 'lengkap', 'fitur', 'cepat', 'terpercaya']"
mau bayar gopay latter udh jam loading mulu sampe udh uninstall dan download lagi tetap loading ini gimana sih min mohon di bantu lah jangan di persulit mulu,negative,"['bayar', 'gopay', 'latter', 'jam', 'loading', 'mulu', 'uninstall', 'download', 'loading', 'min', 'mohon', 'bantu', 'jangan-jangan', 'persulit', 'mulu']"
bintang dulu yaapk gopaylater sering bermasalah tdk mau terbuka jaringannya nggak bagus sll gangguan sampe mau ngecek tagihan aja susahgimana ini,positive,"['bintang', 'yaapk', 'gopaylater', 'bermasalah', 'tidak', 'terbuka', 'jaringannya', 'enggak', 'bagus', 'gangguan', 'mengecek', 'tagihan', 'susahgimana']"
karna saldo saya sudah di kembalikan saya kasi bintangkemaren dapet notif klo transfer ke bank manapun langsung masuk saat itu jugaagar ragu sih tapi   coba dan beneran langsung masuk seppp dahhsejauh ini saya puas dg layanan gojektop up langsung masuktransfer ke manapun gratis dan cepetpulsa juga murah top dahhh,positive,"['saldo', 'kembalikan', 'kasih', 'bintangkemaren', 'notif', 'transfer', 'bank', 'manapun', 'langsung', 'masuk', 'jugaagar', 'ragu', 'coba', 'benaran', 'langsung', 'masuk', 'seppp', 'dahhsejauh', 'puas', 'layanan', 'gojektop', 'up', 'langsung', 'masuktransfer', 'manapun', 'gratis', 'cepetpulsa', 'murah', 'top', 'dahhh']"
sejauh ini saya merasakan manfaat fiturfitur di aplikasi gojek dan mungkin bisa ditambahkan fitur lain berupa mode malam salam hangat untuk tim developer,positive,"['merasakan', 'manfaat', 'fiturfitur', 'aplikasi', 'gojek', 'fitur', 'mode', 'malam', 'salam', 'hangat', 'tim', 'developer']"
sejak ada ojol segala kebutuhan dapat terpenuhi dengan mudahyang   punya mobil bisa naik mobil mewah kapanpun kemanapun tujuannya,positive,"['ojol', 'kebutuhan', 'terpenuhi', 'mudahyang', 'mobil', 'mobil', 'mewah', 'kemanapun', 'tujuannya']"
mengecewakan sekali disaat saya ingin bayar tagihan gopaylater tapi gopaylaternya tidak dapat di akses alias gangguan mengapa di saat seperti ini muncul gangguan error saya kirim keluhan tapi tidak ada respon,negative,"['mengecewakan', 'disaat', 'bayar', 'tagihan', 'gopaylater', 'gopaylaternya', 'tidak', 'akses', 'alias', 'gangguan', 'muncul', 'gangguan', 'error', 'kirim', 'keluhan', 'tidak', 'respon']"
kenapa jadi payah skarang aplikasinya waktu mau bayar listrik kata gak ada jaringan internet padahal disini kenceng bangethayyoo jgn bikin pusing sy turunin dua bintang dl,positive,"['payah', 'aplikasinya', 'bayar', 'listrik', 'kata-kata', 'enggak', 'jaringan', 'internet', 'kencang', 'bangethayyoo', 'jangan', 'pusing', 'turunin', 'bintang']"
kenapa tampilan tagihan paylater tidak muncul balikin sistem tagihan paylater seperti dulu agar memudahkan saya saat membayar tagihan,negative,"['tampilan', 'tagihan', 'paylater', 'tidak', 'muncul', 'balikin', 'sistem', 'tagihan', 'paylater', 'memudahkan', 'membayar', 'tagihan']"
agak kecewa sih sekarang sama gopay karena gak maksimal kayak dulu sering ada notif yahh internet mati lah gak dapet sinyal lah padahal kondisi sinyal full dan internet lancar kalo gini terus jadi rugi kadang transaksi double ngelamain juga harus reset terus tolong diperbaiki ya gopay layanannya udah bagus lumayan lengkap jangan karena masalah dalam transaksi gini malah jadi jelek ratenya dan pada pindah platform lain terima kasih,positive,"['kecewa', 'gopay', 'enggak', 'maksimal', 'kayak', 'notif', 'internet', 'mati', 'enggak', 'sinyal', 'kondisi', 'sinyal', 'full', 'internet', 'lancar', 'rugi', 'kadang', 'transaksi', 'double', 'ngelamain', 'reset', 'tolong', 'diperbaiki', 'gopay', 'layanannya', 'bagus', 'lumayan', 'lengkap', 'jangan-jangan', 'transaksi', 'jelek', 'ratenya', 'pindah', 'platform', 'terima', 'kasih']"
mau hapus aplikasi aja susah bangetpadahal gak ada tanggungan apa saldo gopay jg sudah dikosongin nyari tombol cs buat hubungi admin masalah penutupan akun ternyata nihil sampe ngubek jam di aplikasi heran ya kalau bikin aplikasi mustinya disertakan dimana harus menghubungi cs apabila ada masalah terkait aplikasi kesannya kayak gak mau tahu dan direpotkan apapun masalah customer kalau niat bikin aplikasi di bidang jasa kayak gini mestinya harus siap dengan complain dari customer,negative,"['hapus', 'aplikasi', 'susah', 'bangetpadahal', 'enggak', 'tanggungan', 'apa-apa', 'saldo', 'gopay', 'dikosongin', 'mencari', 'tombol', 'cs', 'hubungi', 'admin', 'penutupan', 'akun', 'nihil', 'ngubek', 'jam', 'aplikasi', 'heran', 'aplikasi', 'mustinya', 'disertakan', 'dimana-mana', 'menghubungi', 'cs', 'terkait', 'aplikasi', 'kesannya', 'kayak', 'enggak', 'direpotkan', 'apapun', 'customer', 'niat', 'aplikasi', 'bidang', 'jasa', 'kayak', 'mestinya', 'complain', 'customer']"
pesan gocar ditolak setelah tau ada barang bawaandan di suruh pesan gosend sekarang gua nanya ni sama yang buat aplikasi kalau kita belanja di mallbawa barang belanja yang cukup banyak apa harus pesan gosendemangnya kita mau ke luar daerahdan tolong kasi tau tu sopir sopir songong sok kaya tapi ngojek,negative,"['pesan', 'gocar', 'ditolak', 'barang', 'bawaandan', 'suruh', 'pesan', 'gosend', 'gua', 'aplikasi', 'belanja', 'mallbawa', 'barang', 'belanja', 'apa-apa', 'pesan', 'gosendemangnya', 'daerahdan', 'tolong', 'kasih', 'sopir', 'sopir', 'songong', 'sok', 'kayak', 'ngojek']"
untuk saat ini kecewa dengan metode pembayaran top up gopay ga bisa lewat indomaret pas milih metode pembayaran ga muncul indomaretalfamart dll hanya dompet jago bca one click dan bri debit,negative,"['kecewa', 'metode', 'pembayaran', 'top', 'up', 'gopay', 'enggak', 'indomaret', 'pas', 'memilih', 'metode', 'pembayaran', 'enggak', 'muncul', 'indomaretalfamart', 'dll', 'dompet', 'jago', 'baca', 'one', 'click', 'bri', 'debit']"
sangat kecewa pembelian paket data belum masuk laporan harus nunggu jam hello orang isi paket data itu untuk kebutuhan segera jika tidak masuk harusnya langsung pengembalian dana segera,negative,"['kecewa', 'pembelian', 'paket', 'data', 'belum', 'masuk', 'laporan', 'menunggu', 'jam', 'hello', 'orang-orang', 'isi', 'paket', 'data', 'kebutuhan', 'tidak', 'masuk', 'langsung', 'pengembalian', 'dana']"
kalo bisa gak aku kasih bintang sam sekali transfer ke sesama gopay maupun ke rek bank masih saja susah banget eror terus ngulang ngulang terus app gak bermutu mana saldo masih ada,negative,"['enggak', 'kasih', 'bintang', 'transfer', 'gopay', 'rek', 'bank', 'susah', 'banget', 'eror', 'ngulang', 'ngulang', 'app', 'enggak', 'bermutu', 'saldo']"
tolong dong untuk ongkir gofoodnya di sesuaikan lagi masak jauh deket ongkirnya sama aja harga pesanan dengan ongkirnya tidak sesuai,positive,"['tolong', 'ongkir', 'gofoodnya', 'sesuaikan', 'masak', 'ongkirnya', 'harga', 'pesanan', 'ongkirnya', 'tidak', 'sesuai']"
parah tiap mau transfer ke bank bc gak bisa skrang malah ada notif gak bisa tranfer ke bank ini lagi perbaikan sistem aneh barusan transfer pke bca aman aman saja tpi disini malah gk bisa,negative,"['parah', 'transfer', 'bank', 'baca', 'enggak', 'notif', 'enggak', 'tranfer', 'bank', 'perbaikan', 'sistem', 'aneh', 'barusan', 'transfer', 'pakai', 'baca', 'aman', 'aman', 'enggak']"
kali ini aku kecewa sama gojek terutama penanganan problemnya cash out di atm bca tp gak keluar uangnya waktu itu aplikasinya muter pas bikin kode pas dimasukin dr atm gak keluar duit jd aku gak tau yg bermasalah aplikasinya atau atmnya ketika aku hubungi cs suruh nunggu proses hari pas hari kedua gak ada penyelesaian tp ticket aduan dah di close gmn sih,negative,"['kali', 'kecewa', 'gojek', 'penanganan', 'problemnya', 'cash', 'out', 'atm', 'baca', 'enggak', 'uangnya', 'aplikasinya', 'muter', 'pas', 'kode', 'pas', 'dimasuki', 'atm', 'enggak', 'duit', 'enggak', 'bermasalah', 'aplikasinya', 'atmnya', 'hubungi', 'cs', 'suruh', 'menunggu', 'proses', 'pas', 'enggak', 'penyelesaian', 'ticket', 'aduan', 'deh', 'close']"
setelah update malah sering eror buka apk lama harga sering gak munculeror dan buffering hadeeuhh,negative,"['update', 'eror', 'buka', 'apk', 'harga', 'enggak', 'munculeror', 'buffering', 'hadeeuhh']"
