text,score,label
gopayleter nya ko aneh yah saya sudah bayar di tanggal bulan juli dan baru di pakai lagi di tanggal agustus itu juga pakai gopayleter buat naik goride tapi kenapa masih ada pemberitahuan soal jatoh tempo di tanggal agustus dan di suruh bayar dan saya mau cek malah ada tulisan forbidden dan saya juga mau coba beli pakai gopayleter malah ada tulisan kartu anda di blokir kartu apa dan di blokir kenapa tolong pihak gojek chat saya di aplikasi di respon responnya slow banget,1,Negatif
beli nasi padang ongkir biaya aplikasi dll blm lagi resto yg perlu goodie bag makin lagi bayarnya mantap ga tuh semoga kita semua senantiasa diberikan kaki yang kuat ketidakmalasan dan waktu yg luang untuk bisa beli langsung ke warungnya,1,Negatif
permisi ini saya mau bayar gopaylater saya dari kemarin kok halamannya error terus ya sampai sekarang belum bisa buka dan malah dikenakan denda tolong bantuannya,2,Negatif
pembayaran lewat indomaret tidak bisa pembayaran indomaret tidak muncul dan untuk pembayaran gojek secara cash juga gak bisa tombol nya hilang ada apa dengan gojek aplikasi nya sering eror,1,Negatif
masih banyak bug terutama saat open gopay later ga bisa akses error network kemudian membuka interface masih lambat dan saat mau menggunakan fitur bantuan not bot click fitur bantuan tidak ada button add bantuan,1,Negatif
aplikasi bikin susah baru sekali saya ke bandara kualanamu medan lewat jalan biasa supir tidak mau merubah arah sungguh tidak fleksibel lewat tol juga kami yg bayar dah lah,1,Negatif
mohon kasih tutorial cara menitik spot lokasi karena untuk pengguna baru hanya mengandalkan menulis alamat atau cuma menulis daerah tempat dia tinggal jadi driver sering harus bolak balik tanya via chat dan telepon bahkan sering nyasar,1,Negatif
tingkatkan terus performa stabilitas akurasi kecepatan akses keamanan dan fitur aplikasinya,2,Negatif
tingkatkan terus performa stabilitas akurasi kecepatan akses keamanan dan fitur aplikasinya,2,Negatif
maaf saya turunin bintangnya soalnya makin mahal pesen gofood jarak dari resto kerumah cuma beberapa puluh meter doang feenya rb dah gitu ada other fee rb other fee ini juga gatau apa kemahalan,3,Netral
aplikasi baik dan sangat lengkap dengan semua fitur dan selalu cepat dan terpercaya untuk semuanya,5,Positif
mau bayar gopay latter udh jam loading mulu sampe udh uninstall dan download lagi tetap loading ini gimana sih min mohon di bantu lah jangan di persulit mulu,2,Negatif
bintang dulu yaapk gopaylater sering bermasalah tdk mau terbuka jaringannya nggak bagus sll gangguan sampe mau ngecek tagihan aja susahgimana ini,3,Netral
karna saldo saya sudah di kembalikan saya kasi bintangkemaren dapet notif klo transfer ke bank manapun langsung masuk saat itu jugaagar ragu sih tapi   coba dan beneran langsung masuk seppp dahhsejauh ini saya puas dg layanan gojektop up langsung masuktransfer ke manapun gratis dan cepetpulsa juga murah top dahhh,5,Positif
karna saldo saya sudah di kembalikan saya kasi bintangkemaren dapet notif klo transfer ke bank manapun langsung masuk saat itu jugaagar ragu sih tapi   coba dan beneran langsung masuk seppp dahhsejauh ini saya puas dg layanan gojektop up langsung masuktransfer ke manapun gratis dan cepetpulsa juga murah top dahhh,5,Positif
sejauh ini saya merasakan manfaat fiturfitur di aplikasi gojek dan mungkin bisa ditambahkan fitur lain berupa mode malam salam hangat untuk tim developer,5,Positif
sejak ada ojol segala kebutuhan dapat terpenuhi dengan mudahyang   punya mobil bisa naik mobil mewah kapanpun kemanapun tujuannya,5,Positif
mengecewakan sekali disaat saya ingin bayar tagihan gopaylater tapi gopaylaternya tidak dapat di akses alias gangguan mengapa di saat seperti ini muncul gangguan error saya kirim keluhan tapi tidak ada respon,1,Negatif
kenapa jadi payah skarang aplikasinya waktu mau bayar listrik kata gak ada jaringan internet padahal disini kenceng bangethayyoo jgn bikin pusing sy turunin dua bintang dl,3,Netral
kenapa tampilan tagihan paylater tidak muncul balikin sistem tagihan paylater seperti dulu agar memudahkan saya saat membayar tagihan,1,Negatif
agak kecewa sih sekarang sama gopay karena gak maksimal kayak dulu sering ada notif yahh internet mati lah gak dapet sinyal lah padahal kondisi sinyal full dan internet lancar kalo gini terus jadi rugi kadang transaksi double ngelamain juga harus reset terus tolong diperbaiki ya gopay layanannya udah bagus lumayan lengkap jangan karena masalah dalam transaksi gini malah jadi jelek ratenya dan pada pindah platform lain terima kasih,3,Netral
mau hapus aplikasi aja susah bangetpadahal gak ada tanggungan apa saldo gopay jg sudah dikosongin nyari tombol cs buat hubungi admin masalah penutupan akun ternyata nihil sampe ngubek jam di aplikasi heran ya kalau bikin aplikasi mustinya disertakan dimana harus menghubungi cs apabila ada masalah terkait aplikasi kesannya kayak gak mau tahu dan direpotkan apapun masalah customer kalau niat bikin aplikasi di bidang jasa kayak gini mestinya harus siap dengan complain dari customer,1,Negatif
mau hapus aplikasi aja susah bangetpadahal gak ada tanggungan apa saldo gopay jg sudah dikosongin nyari tombol cs buat hubungi admin masalah penutupan akun ternyata nihil sampe ngubek jam di aplikasi heran ya kalau bikin aplikasi mustinya disertakan dimana harus menghubungi cs apabila ada masalah terkait aplikasi kesannya kayak gak mau tahu dan direpotkan apapun masalah customer kalau niat bikin aplikasi di bidang jasa kayak gini mestinya harus siap dengan complain dari customer,1,Negatif
pesan gocar ditolak setelah tau ada barang bawaandan di suruh pesan gosend sekarang gua nanya ni sama yang buat aplikasi kalau kita belanja di mallbawa barang belanja yang cukup banyak apa harus pesan gosendemangnya kita mau ke luar daerahdan tolong kasi tau tu sopir sopir songong sok kaya tapi ngojek,1,Negatif
untuk saat ini kecewa dengan metode pembayaran top up gopay ga bisa lewat indomaret pas milih metode pembayaran ga muncul indomaretalfamart dll hanya dompet jago bca one click dan bri debit,1,Negatif
sangat kecewa pembelian paket data belum masuk laporan harus nunggu jam hello orang isi paket data itu untuk kebutuhan segera jika tidak masuk harusnya langsung pengembalian dana segera,2,Negatif
kalo bisa gak aku kasih bintang sam sekali transfer ke sesama gopay maupun ke rek bank masih saja susah banget eror terus ngulang ngulang terus app gak bermutu mana saldo masih ada,1,Negatif
tolong dong untuk ongkir gofoodnya di sesuaikan lagi masak jauh deket ongkirnya sama aja harga pesanan dengan ongkirnya tidak sesuai,3,Netral
parah tiap mau transfer ke bank bc gak bisa skrang malah ada notif gak bisa tranfer ke bank ini lagi perbaikan sistem aneh barusan transfer pke bca aman aman saja tpi disini malah gk bisa,1,Negatif
kali ini aku kecewa sama gojek terutama penanganan problemnya cash out di atm bca tp gak keluar uangnya waktu itu aplikasinya muter pas bikin kode pas dimasukin dr atm gak keluar duit jd aku gak tau yg bermasalah aplikasinya atau atmnya ketika aku hubungi cs suruh nunggu proses hari pas hari kedua gak ada penyelesaian tp ticket aduan dah di close gmn sih,1,Negatif
setelah update malah sering eror buka apk lama harga sering gak munculeror dan buffering hadeeuhh,2,Negatif
kenapa iya akhir ini kok waktu mau pesan makanan kalau pakek promo ngak bisa malah muncul tulisan promo di batal in kenapa iya kira kok aneh,1,Negatif
kenapa sih ada pilihan biaya antar kalau mau cepet ada tambahan biaya kalau lama kurang lebih menit gratis padahal sudah jelas dr total belanja sudah ada biaya lain lain jadinya makanan yg sudah siap harus tertahan dulu dikarenakan timer yg belum cukup kurang lebih menit baru dicarikan driver,1,Negatif
kecewa sebenarnya titik peta rumah saya menu goride masih pas sesuai banget tapiiiii gak tau kenapa kalau pake gofood titik rumah yg biasa aku pake mental jauh banget ke perumahan lain pernah dulu lagi order pake titik maps yg biasa aku pake eh tiba tiba pas udah klik order mental jauh gak tau itu kenapa ojeknya jadi bingung juga pas nganter,3,Netral
coba perbaiki peta atau alamat nya karena titik lokasi sering sekali lari jauh dari yang sdh ditentukan minimal di update agar sistemnya bisa baca alamat sesuai titik customer gojek itu kan jadi seperti layanan publik walaupun berbayar jadi sudah selayaknya harus selalu merawat sistem nya,4,Positif
sangat membantu untuk perjalanan dan antarantar barang di zaman skrg banyak promosinya pula dan yg pasti hasil karya anak bangsa mantap,5,Positif
pelayanan nya bagus tepat waktutetapi untuk di area saya kalau malam jam aga susah dapat driver,5,Positif
kenapa setiap melakukan pembayaran selalu terjadi jaringan terputuswalaupun pembayaran berhasil tetapi cukup menganggu,4,Positif
sangat memuaskan harap selalu ada discount mengingat tarif beberapa kali mengalami kenaikan,5,Positif
aplikasi sampah disaat genting malah ga bisa bayar pake qr mau komplen lewat imel paling ga ngaruh bisa ga ya ngasih bintang,1,Negatif
kecewa dgn penjemputan driver selalu mendapatkan yg posisi jauh dan klo kita cancel akun kita bisa di suspen perbaikan lgi utk sistem nya dari pihak aplikator utk memperbaiki memberikan yg terbaik buat kita sbg customer karena kn katanya gojek pasti ada jalan,1,Negatif
apaapaan sinyal internet lancar gini buat pesan gabisa cuma loading terus dibagian menusekarang dah bisa tapi gambling apknya kadang lemot kadang ga,3,Netral
semakin tidak jelas aplikasinya algoritma kurang memihak user diskon semakin minimdibanding app sebelahmasih kalah,2,Negatif
kebanyakan biaya yg dibebankan pengguna sedangkan driver tetap hny dapat komisi customer kasih utk driver bukan untuk penyedia aplikasi,2,Negatif
untuk topup di permudah lg rong jadi topupn   bisa motong dari saldo pulsa gak harus ke tempat yang di tentukan,5,Positif
untuk topup di permudah lg rong jadi topupn   bisa motong dari saldo pulsa gak harus ke tempat yang di tentukan,5,Positif
mau pesan makanan ada flash sale tapi tiap mau pasang promo selalu tertulis promo dibatalin maksud nya gimana kayak gak niat ngasih promo gojek tiap habis update pasti aneh sering nge lag lagi kecewa berat,1,Negatif
kenapa belanja pakai koin dah ga bisa disatukan lagi sama gopay kan biasanya bisa terus promo diskon makan bayar pakai gopay dah jarang jadi sekarang malas isi saldo,3,Netral
aplikasi ini sangat membantu klu cari makanan bsa mau pergi kemna bsa cepat,4,Positif
info pengaduan via wa email atau cara lain yg bisa cepat tertangani susah ditemukan di aplikasi,1,Negatif
info pengaduan via wa email atau cara lain yg bisa cepat tertangani susah ditemukan di aplikasi,1,Negatif
sejauh ini ini aplikasi yang chill banget mudah digunakan banyak bantuan jika ada sistematika yang tidak dimengerti dan tampilan aplikasi selalu terupdate,5,Positif
track pengantaran tidak bisa diakses setelah tekan tombol kembali mengakibatkan saya dan driver tidak dapat berkomunikasi dan driver terpaksa mengcancel orderannya,5,Positif
aplikasi gak jelas tambah larang jarak dekat ditambah lagi dipastikan beli makanan katanya ada nasi nya eeh sampai lokasi ternyata cuman lauk kagak jelas,1,Negatif
mantapselama ini saya jadi mudah mau apa aja dr mulai bepergian belanja top up quota pokoknya sangat membantu sekali,5,Positif
loading teruss saya update gada perubahan pdhal sinyal bagus mau pesen apa nunggu kelamaan terus di coba lagi tetep loadingnyaa lamaaaa,4,Positif
kesel banget klo lg gofood trs driver hampir sampe tiba aplikasi suka keluar tiba pdhl internet lancar tolong di perbaiki lagi gojek nya saya kecewa sebagai penguna gojek,1,Negatif
pakai go mart setelah beli seperti disengaja ada barang yang ga ada sehingga promonya hilangbayar lebih eh digantiin sama barang yang lain jadi ujung ujung nya bayar lebih,1,Negatif
saya pesan pakai gocar hemat kenapa driver pada gaada yg mau kalau memang gamau dengan harga murah kenapa gk dihapus aja fitur gocar hemat sama voucher nya saya sangat kecewa sekali padahal saya selalu kasih uang lebih untuk driver mau uinstall aja lah sama butuh kenapa pada jual mahal,1,Negatif
ko abis   update semua aplikasi yg terhubung jadi pada hilangterus terinstalnya ke redmi sedangkan hp saya kan samsung kenapa gt yamakin   sini jd ribet,2,Negatif
aplikasinya tidak berjalan sama sekali padahal jaringan saya sedang bagus dan sudah saya update tolong diperbaiki secepatnya,1,Negatif
dapat drivernya lamapercuma ada biaya aplikasi klo nunggunya lama mnt pun blm tentu dapat driverpengelola tidak di tangan yg tepat,1,Negatif
mode hemat sngt tdk membantumakanan datang menit padahal jarak kmmakanan sdh dingin smuamekarrparaaahhhksh diskon   niat bgtg pk mode hemat ongkir   masuk akal blum biaya lainmode hematilangin aja sangat merugikan custamer penjualjd salah paham ksh bintang jelek krna pengantaran lamatarif normal mohon   sesuaikan,1,Negatif
top markotopsangat membantu dalam kegiatankebutuhan keseharian sy semakin suksesmaju dan ditingkatkan terus pelayanannya bless,5,Positif
tolong dong min banyak driver yg mangkal di st kereta terus ngerayu banget kasihan katanya sama harganya kaya di aplikasi aja yaudah aku gak pake aplikasi dan pas sampe ditempat tujuan masa minta ongkosnya mahal banget udah dikasih   lipat dari aplikasi masih ngomel dan nyalahin aku bilangnya loh kenapa tadi gak bilang katanya maen naek aja lah jadi kaya orang dongo akutuh biaya parkir harus dibayar juga padahal pada pake atribut gojek loh ini aku yg bodoh apa gimana sih ya,3,Netral
di aplikasi gojek saya ada pemberitahuan untuk mengupdate aplikasi gojek dalam versi terbaru tetapi ketika saya pergi ke play store tidak ada pemberitahuan untuk meng update aplikasi gojekmohon penjelasannya developer gojek terimakasih,4,Positif
keren aplikasi nya banyak pilihanada menu pinjaman juga bisa membantu sangat membantu bagi yg membutuhkan love you gojek,5,Positif
aplnya sangat mudah digunakansangat bergunabs membantu pedagang makanan berjualan go foodperjalanan dgn go ridego cartransaksi dgn gopaydan promo yg menarikdllintinya saya suka menggunakan gojek krn segalanya menjadi mudahsemoga gojek makin berkembang dan jaya,5,Positif
mengapa ada notifikasi yah internet anda mati saat melakukan transaksi pembelian token listrik padahal paket data masih ada transaksi sebelumnya tidak ada masalah,3,Netral
ini pembayaran mytelkomsel pke gopay ko gagal trus ya malah jdi   halaman playstore udah di update uninstall trus download lgi smpe download gopay nya ttep aja ngga bisa nyoba metode pembayaran yg lain normal bisa ini doang dri kmren errornya,3,Netral
ini pembayaran mytelkomsel pke gopay ko gagal trus ya malah jdi   halaman playstore udah di update uninstall trus download lgi smpe download gopay nya ttep aja ngga bisa nyoba metode pembayaran yg lain normal bisa ini doang dri kmren errornya,3,Netral
entah kenapa sekarang kalo saya ambil orderan sekarang makin jauh aja posisi driver yang ambil udah gitu drivernya pada buta map lokasi jemput   lagi driver selalu mutarmutar nggak jelas,1,Negatif
entah kenapa sekarang kalo saya ambil orderan sekarang makin jauh aja posisi driver yang ambil udah gitu drivernya pada buta map lokasi jemput   lagi driver selalu mutarmutar nggak jelas,1,Negatif
bayar pajak pkb lewat aplikasi ini belum jatuh tempo tapi ketika di proses di samsat pihak samsat belum menerima laporan berhasil pembayaran dari gojek setelah saya komplen dibatalkan memang saldo kembali tapi urusan denda bagaimana sangat buruk sekali uninstal,1,Negatif
permisi kenapa layanan top up gopay menggunakan indomaret hilang yaa awal nya ada dan saya selalu top up gopay dengan metode pembayaran indomaret kenapa sekarang jadi menghilang tolong di jawab,1,Negatif
sekarang aplikasinya tidak bisa melihat posisi driver masih blom di perbaiki aja posisi drivernya macem mana kita mo order klo posisi driver ga kelihatan,1,Negatif
kenapa tidak menerima kode otp terus yaa ketika akan masuk ke nomor yang telah terdaftar di akun gojek sedangkan aplikasi sudah di hapus cache sama di update juga,2,Negatif
kalo bisa paylater nya sebelum jatuh tempo bisa di bayar sebagian dulu trus kalo saldo gopay kita kurang untuk go tagihan bisa ditambah sama gopaylateratau sebaliknya bisa dong utk paylater nya supaya bisa di tranfer ke rekening saudara di kampung terima kasih gojek semoga sukses selalu dan sehat selalu salam sehat selalu untuk semua,5,Positif
aplikasi yang keren tetapi mohon diperbaiki promo gofoodnya karena terkadang error dan tidak bisa digunakan terimakasih,4,Positif
sudah minggu tidak bisa dipake loading lama bgt udah di update bahkan udah nyoba uninstal terujung gabisa login karna loading mulu,1,Negatif
update lokasi supirnya lama jadi gk tau udh dimana lokasi yg jemput mau cancel nanti kasihan ke supirnya tolong di perbaiki jgn lelet,2,Negatif
gojek tuh minus bgt sebenarnya gofood aja susah bgt loading sampe mampus pdhl kuota ada wifi ada ttp aja loading org mau makan keburu mati kelaparan trs jg ada mode hemat drivernya malah ga terima pke mode hemat dan skrng jg banyak penjahat pke gojek nyulik org lah atau perkosa,1,Negatif
tolong gojek bener   seleksi rekan driver utamakan driver yg lebih pengalaman dan mahir menggunakan teknologi atau aplikasi khusus nya map,3,Netral
udah bagus tapi tolong kenapa ya tiap mau pesen gojek selalu ga dapat padahal di map banyak gojek di sekitar jadi harus tunggu lama dan malah jadi ga dapet gojek mana makin kesini harganya makin mahal buat aku yang pelajar dari skrng,3,Netral
udah bagus tapi tolong kenapa ya tiap mau pesen gojek selalu ga dapat padahal di map banyak gojek di sekitar jadi harus tunggu lama dan malah jadi ga dapet gojek mana makin kesini harganya makin mahal buat aku yang pelajar dari skrng,3,Netral
mohon di kondisikan aplikasinya ya min kenapa bisa driver yang jaraknya hingga menit dari titik jemput bisa dapat orderan yang urgent bisa sangat merugi ini tolong pantau ya min takutnya drivernya gunakan aplikasi bantuan untuk mendapatkan konsumen sekalipun jarak mereka sangat jauh terima kasih,1,Negatif
tolong di perbaiki untuk gps driver nya kadang suka ngaco sama tadi pagi saya pesan lalu erorr eh tiba tiba terpesan go ride dan saya tidak tahu padahal saya hanya pesan satu saya kasihan sama abang ojeknya kalau begitu malah ga ada notif kalau saya pesan lagi tolong di benarkan,3,Netral
tolong di perbaiki untuk gps driver nya kadang suka ngaco sama tadi pagi saya pesan lalu erorr eh tiba tiba terpesan go ride dan saya tidak tahu padahal saya hanya pesan satu saya kasihan sama abang ojeknya kalau begitu malah ga ada notif kalau saya pesan lagi tolong di benarkan,3,Netral
gopay ngawurrr tiap mau bayar pasti gabisa dengan alasan internet bermasalah padahal pakai ewallet lain lancar lancar aja suka malu kalau lagi ngantri bayar lama karena bug gopay yang ga pernah dibenerin,1,Negatif
gopaypinjam setelah pindah ke findaya sangat aneh di tolak terus padahal pembayaran saya lancar aja setiap mengajukan tulisannya ops ada yang salah mulu mohon bantuannya dong min,1,Negatif
gopaypinjam setelah pindah ke findaya sangat aneh di tolak terus padahal pembayaran saya lancar aja setiap mengajukan tulisannya ops ada yang salah mulu mohon bantuannya dong min,1,Negatif
terima kasih aplikasi gojek pengiriman driver nya cepat dan tepat pada lokasi nya pembayaran nya banyak pilihan dan mudah,5,Positif
beli pulsa listrik tokennya keluar tapi saat digunakan kwhnya tidak ada parah sudah   seperti itu saldo hilang percuma,5,Positif
saya ingin top up saldo gopay tapi gaada metode pembayaran di minimarket indmart alfmart ya yang tersedia di saya hanya kartu mbanking dan kartu debit saja makin kesini makin pusing pembayaran gopay,1,Negatif
layanan tambah buruk pesen makanan dah menit baru nyambung ke driver mentang mentang pake mode hemat pake mode hemat ongkir biaya lain lain jadi total ribu pesen makanan dari tadi dah menit order baru nyampe itu aja chat cs dulu pake mode reguler ribu biaya lain mau pake mode hemat mode reguler ongkos sama aja ke driver bikin males order makan lagi aja keburu mati kelaparan,1,Negatif
pencarian driver terlalu lama menit dari order diterima sampai tujuan menit lokasi resto dengan customer meter besok lgi timernya jam biar cs bisa tidur pules,1,Negatif
sekarang kokisi pulsa di app mytelkomsel tidak bisa bayar otomatis pake gopaysetelah app gopay diupdatejuga gak bisa saldonya lebih dari cukuptetap tdk terhubunglayar kode pin tdk muncultolong perbaiki,1,Negatif
ini aplikasi loadingnya lama banget gak muncul muncul fitur di mart lambang ojek yang ada di mapnya aja ngebling ngebling,3,Netral
sementara rating saya turunkan sering sekali dapat gocar tapi posisi driver tidak bergerak sama sekali padahal sudah tunggu sekitar menit mohon perhatian pihak terkait,1,Negatif
komplain saya ingin komplain saya hari ini mau upgrade gopay ke gopayplus tapi kok fitur deteksi wajah untuk foto verifikasinya gagal melulu ya untuk menangkap wajah saya tolong segera diperbaiki masa harus pas banget sama template posisi yang ada kan tiap device height sm width nya beda perbaikan fitur tersebut sudah diperbaiki saat ini dan saya sudah berhasil memverifikasi wajah saya saya naikkan kembali ratingnya menjadi bintang terima kasih atas respon cepatnya,5,Positif
kadang susah pilih lokasi tujuan seperti dipaksa untuk pilih yg adapernah dituju atau saya yg gaptek ya,4,Positif
gak dapat promo lagi dikira menyalahgunakan promo padahal akun jarang dipakai dipakai pun untuk bayar tagihan wifi sama listrik doang udah bikin laporan di menu bantuan tetap aja balasannya penyalahgunaan promo,1,Negatif
apk goodd tp ada bagian menu yg gk tersedia padahal di cek ke apk lain menu nya tersedia saya sering pesan bebek di seafod sabikah tapi gk tersedia begitu liat aplikasi yg lain menu bebeknya tersedia kecewa sih kedepan agar diperbaiki,5,Positif
utk para customer atau pelanggan setia gojek utk pesan gofood jangan pakai mode hemat kasihan drivernya sdh nunggu lama di resto bayar ongkirnya terlalu murah belum kena parkirnya dan utk mode hemat ongkirnya yg di untungkan customer atau pelanggan sama aplikatornya dan yg banyak di rugikan mitra drivernya,1,Negatif
saya sudah lama pelanggan gojek dan tidak pernah ada masalah diver nya juga ramah baik penjemputan maupun dalam mengantar ke tempat tujuan pokoknya bertahun pakai gojek aman baik goride maupun gocar nya trus suka ada promo jadi semakin hemat,5,Positif
kok aneh banget yamau beli pulsa ga bisa bisa katanya pulsa jampret bermasalah teroossss,1,Negatif
haloo min boleh tingkatkan lagi ga gojeknya saya kalo selalu pesen goride dapat posisi driver yang jauh jauh lokasinya,4,Positif
apknya bagus sih bnyk promo tpi sngt di syngkn untuk gofood tidak bisa lapor toko yang berbuat curang karna sering sekali customer terjebak beli makanan harga mahal yang datang hanya telur doang saran saya berikan juga fitur laporkan toko yang bermasalah jdi agar cutomer yang lain tidak terjebak berkali kali,4,Positif
kecewa berat sih belanja tengah malam pake gomart karna ada voucher gratis ongkir pas sampe di lokasi ada beberapa barang yang ga ada padahal di aplikasi masih ada stock nya kaya di sengaja gitu ga diadain lalu secara ga langsung biar voucher gratis ongkit dengan minimal belanja itu ga kepake alhasil bayar ongkir bengkak wkwkwk sumpah licik ga lagi lagi gw pake nih aplikasi titik paling kecewa bgt ama aplikasi ini malem kalo ga niat ngasih voucher gausah ngasih,1,Negatif
tolong dong kalo order sama   waktu yg bersamaan di kasi jeda gak enak klo tiba tiba ada driver yg datang kasian driver yang harus di cancel,5,Positif
tdinya sering pakai app gojek tapi pas mau beli paket data tidak bisa untuk melakukan pembayaran nya selalu gagal udah chat ke instagram nya tidak direspon sudah chat ke customer service nya lama bgt blsnya padahal lagi urgent mohon untuk diperhatikan lagi,2,Negatif
makin bobrok aja nih apkapa apaan ada notif internetnya mati pdahal koneksi saya bagus loh mana lagi proses transaksi lagi ribet banget,1,Negatif
aplikasi berguna banget tiap saya pakai sangat bermanfaat sekali apalagi banyak promonya juga jadi lebih murah,5,Positif
aplikasi berguna banget tiap saya pakai sangat bermanfaat sekali apalagi banyak promonya juga jadi lebih murah,5,Positif
gojek knapa ini mau tf beli kuota pulsa nggak bisa suruh tunggu beberapa saat lagi terus kuota saya habis mau beli data nggak bisa mau sy pindah saldo nya   shopee juga nggak bisa maunya gimana,1,Negatif
saya pesan gocar driver tidak jalan tetapi pesanan tidak dapat di cancel dan tidak dapat dihubungisaya sangat kecewa,1,Negatif
saya pesan gocar driver tidak jalan tetapi pesanan tidak dapat di cancel dan tidak dapat dihubungisaya sangat kecewa,1,Negatif
nge bug yah katanya ada promo pas di klik malah promo angus iya beneran promonya ilang dari list nyoba promo lain eh angus jg tapi kocaknya promo yg awalnya di klik tadi kan ilang ternyata balik lagi dong loop teroos pula kocak,1,Negatif
tolong diperbaiki masalah pembayaran otomatis nya dan jaringan pembayarannya bisa dimengerti,2,Negatif
sering banget kejadian promo ga bisa dipasang transaksi gagal dsb padahal jelas sinyal wifi ga keganggu atau sinyal hp bagusmohon perbaiki yaa,3,Netral
saya sudah isi saldo di atm mandiri tapi saldo nya gak masuk sudah kali saya kirim email ke gojektapi tidak ada respon kenapa cuma masalah sepele ribetnya minta ampun permasalahan cuma di isikan aja udah selesai masalahkenapa harus nunggu lama percuma perusahaan besar yang punya karyawan tapi masalah kecilpun tak bisa di selesaikan,5,Positif
mohon untuk gojeknya untuk mengaktifkan pembatalan pemesanan karena itu sangat penting sekali kita tidak tahu dimana waktu ketidaksengajaan seperti contoh kepencet dll apalagi ketika waktu ketidaksegajaan memakan biaya besar untuk pembeli jadi mohon untuk diaktifkan lagi pembatalan pesanannya saya juga sebagai penjual dan pembeli setuju untuk mengaktifkan kembali pembatalan pemesanan agar kedua pihak tidak saling rugi satu sama lagi terimakasih,2,Negatif
menurut saya apk ini tidak adil sy pernah belanja melalui goshope belanjaan gak sampai rb tapi semua driver bilang tidak cukup uang nya minta di batalin aja pesanan nya akir nya sampai   sllu begitu dan sekarang account sy malah yg kena banet,1,Negatif
tolong titik lokasi map nya di perbaiki krn driver suka kesasar klo jemput padahal alamat yg kita buat sdh lengkap,5,Positif
padahal saya ini mitra driver gopartner lo bisa nya buat aupgrade gopay plus di persulit dengan banyak alasan topup saldo witdraw dari dompet tunai ke bank aja sangat cepat ini malah aplikasi gojek cust nya yang di persulit banyak alasan an kendala,1,Negatif
padahal saya ini mitra driver gopartner lo bisa nya buat aupgrade gopay plus di persulit dengan banyak alasan topup saldo witdraw dari dompet tunai ke bank aja sangat cepat ini malah aplikasi gojek cust nya yang di persulit banyak alasan an kendala,1,Negatif
kenapa ya gojek tidak bisa memesan lokasi tujuan yg dishare lewat whatsapp saya sudah pakai aplikasi versi terbaru jadi sulit bila ingin pesan gojek ke tujuan yg dishare melalui whatsapp aplikasi online lain bisa hanya gojek yg ga bisa,3,Netral
belakangan ini untuk mendapatkan driver sangat lama bisa menunggu sampai menit terutama dalam memesan gofood tolong diperhatikan lagi,2,Negatif
aq turunin bintangnyasetelah diperbarui susah masuk ke aplikasinya begitu dah masuk trus pesen go food tiba aplikasi eror alhasil pesanan batalpadahal dah nunggu lama,5,Positif
aplikasi saya sudah hari tidak bisa di buka sudah instal ulang masih tdk bisa buka sudah kirim email ke gojek gak ada respon sama sekali,5,Positif
buat aku yang seminggu   bolak balik kos kampus sering banget make go ride minta tolong di seleksii lagiii pihak gojekk buat kendaraaann nya ngerasa di rugiiinn banget kendaraan menurut aku udah engga layak ber operasi mana udah keburu trs di jalan ada aja mtor nya malah suruh turun pesen ulang biaya juga nambah,4,Positif
kecewa dengan aplikasi ini paylater ku di blokir kecuali saya gak bayar baru di blokir bayar lambat pun ada denda tetap denda nya di bayar juga gak di tinggal kabur sudah mulai susa gojek sekarang jangan kan buat menguntungkan pelanggan untuk mensejaterahkan para driver di lapangan aja sudah susa biasa nya kalau sudah banyak peraturan pasti pimpinan nya sudah ganti gak seperti dulu gojek sekarang,1,Negatif
sistem error atau penipuan oleh driver entahlah kalo karena error sistem kasihan driver dan pihak resto order gofood bayar pake gopay paket makanan sudah diambil dan sudah sampai di rumah tapi status di aplikasi makanan belum diambil dalam proses pengambilan oleh driver pengganti akhirnya pesanan dibatalkan dan bayar tunai ke driver pertama ga jadi dapat promo khawatirnya kalo driver nipumengakali sistem pembayaran tunai saya ga disampaikan ke penjual,1,Negatif
turunin bintangnya soalnya sering pending kalo transfer bank mana prosesnya lama saya kan butuh tolong perbaiki,1,Negatif
kalau boleh untuk gofood tolong sediakan infomasi mengenai sudah ada sertifikasi halal mui atau belum atau setidaknya menggunakan bahan halal mui atau tidak karena info tersebut akan bermanfaat untuk kami yg muslim memberikan ketenangan adanya informasi tersebut akan memberikan keberkahan juga untuk aplikasi ini insyaallaah,4,Positif
tolong untuk castamer kalau ngasihklik bintang ke driver yang betul castamer ngasih koment bagus tapi ngasih bintang itu pengaruh ke orderan driverjadi jelek kondite di gopartnernyaturun rating drver tolong klik yg betul bintangnya saya dpt koment bagus tp di kasih bintang hancur rating dan orderan saya sistem goparner nggak pekatetap aja saya yg salah di baca oleh sistem gopartner padahal yg castamer,5,Positif
tolong untuk castamer kalau ngasihklik bintang ke driver yang betul castamer ngasih koment bagus tapi ngasih bintang itu pengaruh ke orderan driverjadi jelek kondite di gopartnernyaturun rating drver tolong klik yg betul bintangnya saya dpt koment bagus tp di kasih bintang hancur rating dan orderan saya sistem goparner nggak pekatetap aja saya yg salah di baca oleh sistem gopartner padahal yg castamer,5,Positif
